,TITLE,DATE,RATING,REVIEW
386,staycation,2022 - 03,5,good value money high efficiency arrival departure request extra bed hotel staff willing provide support upon request location also highly accessible great food outlet cafe
387,none,2022 - 03,3,would hve well judgement guest different type booking access certain floor able access floor look heritage hotel defeat purpose deny access floor find hotel pillow flat improve
388,amazing food service,2022 - 03,5,lalikumar team provide excellent service love time definitely try various tea food amaze well come afternoon tea session enjoy every bit
389,average expect well,2022 - 03,3,location great service good point room restaurant price expect well term room overall experience rate average
390,great service absolutely love hotel service amenity,2022 - 03,5,love amenity staff accomodate make sure everythingthe thing hope could get well view room enjoy stay entirelythank team
391,premium hotel part singapore history,2022 - 03,4,check process usher seat instead stand line water serve turn staff approach attend hotel generally clean well maintain book heritage room huge get room view cavenagh bridge singapore river main bed king size good mattress clean white sheet pillow bit thin soft extra bed pullout sofa bed good comfort mattress thin location perfect day walk night walk plenty nearby attraction offer
392,staycay fullerton,2022 - 03,5,one night staycation boy 7th pleasant experience checkin efficient room clean bedding luxurious room comfortable enough family 4 toilet huge nice bathtub
393,fullerton hotel good choice singapore,2022 - 03,5,historic building elegant noble decoration reasonable pricing considerate staff efficient work style good customer service fullerton hotel definitely worth
394,great school holiday staycation kid family activity,2022 - 03,5,refreshing see fullerton hotel provide family kid friendly activity entertain kid even march school holiday kid enjoy farm tour cookies decoration workshop story tell session top usual swimming activity bath tub play would also like compliment fullerton hotel staff warmth hospitality towards return customer
395,wedding anniversary stay,2022 - 03,4,enjoy stay 1 night stay hotel use 100 singapore discovery voucher cost accommodation consider high side hope enjoy special price spa stay go 2 tine swim afternoon check morning checkout early check marvellous
396,wonderful memory create,2022 - 03,5,everything place even thou make booking via third party compliment handle checkin attention give young guest color material room clean comfortable stay create good memory back definitely
397,strait club valuable,2022 - 03,4,food strait club valuable good canap enough drink luggage deliver 3 hour later check know call concierge twice ask delivery though
398,staycation,2022 - 03,5,stay fullerton 1720 mar 2022 second time staying staff wonderful always friendly helpful accommodate special thank hope help afternoon tea reservation courtyard also kudo staff courtyard lead lalikumar give wonderful experience afternoon tea attentiveness great service food scrumptiouss tea selection great
399,perfect experience,2022 - 03,5,everything perfect first encounter fullerton hotel family staycation extremely pleased service room food would experience magic thank
400,wonderful time family,2022 - 03,5,wonderful time celebrate daughter birthday family staff helpful room spacious kid splash good time infinity pool definitely come
401,enjoyable heritage stay,2022 - 03,4,enjoyable stay good service nice food hotel restaurant bite old heritage well maintain nice learn hotel history explore around ambience relax feel like true holiday although still sg
402,bounce back lockdown,2022 - 03,5,great see hotel survive covid necessary distancing detract customer service breakfast normal opulent level service area slow experience previous stay
403,purple afternoon tea,2022 - 03,5,excellent service fabian john food great well make dining experience wonderful make another reservation go next week thank much bestie enjoy afternoon tea see
404,enjoyable stay,2022 - 03,5,book hotel wife birthday book pleasant everything go smoothly reservation team check fast efficient free ice cream kid well since wife birthday also prepare balloon wife cake room
405,fullerton staycation,2022 - 03,4,stay suite room lovely fantastic view overlook fish belly toilet big spacious overall room cleanliness superb restaurant within establishment little pricey mostly average quality due location classy well value option nearby
406,clean friendly staff,2022 - 03,5,enjoy stay large bathtub 2 kid play staff always smile face meet offer 1 1 thru klook value money take note date available booking near lot restaurant
407,wonderful experience fullerton hotel,2022 - 03,5,check 14th march till 16th march two room level 5and size great checking 5 pm really kind extend late check till 4 pm wait room ready staff bring hold area complementary ice cream color material kid overall staff friendly helpful thank leena last min assistant accommodation forget 15th march male indian forget name gentleman morning help touch room
408,35 staycation,2022 - 03,4,book 3 day 2 night staycation package via klook overall experience good fantastic make book 3 room family third room room ready check around 2 pm thought might need wait hour disappointment ready 5 pm go check front desk twice nonetheless like compliment warren gabriel get name correct assisting check manage book slot pool prefer slot full much activity go hotel kudo fabian crew town restaurant hospitality service service prompt welcoming recommend prata breakfast laksa breakfast experience deserve additional 1 star
409,honeymoon staycation,2022 - 03,5,go staycation fullerton honeymoon pleasant stay fullerton like everything room service awesome moment check view room amazing also seamless check wait time quite short greet surprise gift celebrate honeymoon reach roomnurshamira greet awesome service helpful attend query start patience nurshamira even go extra mile help book slot use hotel facility spot courteous staff fullerton hotel make stay even memorable kudo
410,impeccable service beautiful suite,2022 - 03,5,stay palladian suite wonderful view bay area especially night suite spacious luxurious staff friendly service high standard stay
411,warm cosy hotel,2022 - 03,3,book march school holiday much activity son hotel also manage book swimming pool suggest get book swimming pool facility upon check avoid disappointment overall service staff excellent give kid amenity cute breakfast town restaurant excellent
412,neat comfort,2022 - 03,5,really like room spacious room clean neat honest speaking fall asleep lie sofa overall experience hotel really fantastic would surely recommend friend family
413,good could well,2022 - 03,4,overall experience good room good marina bay view opt inroom dining breakfast situation improve communication hotel precheck able prebook hotel facility pool available night slot time check change plan day would great could already prebook plan ahead
414,staycation convert,2022 - 03,5,service wonderful right beginning ensure check process smooth receive call ask arrive also offer upgrade room tell undergo recent refurbishment room top room several grade original booking make give early check honestly bit leery worried see tired hotel room could get however promise view bay tempt take upgrade impressed clean well keep everything towel white fluffy view bay lovely see sunrise room soundproof amazing highway 9 year old give ice cream pass could redeem ice cream restaurant daily really make experience fun husband try spa treatment say great pool tad small offer great view location hotel fantastic great base explore museum attraction around 2 day night manage pack lot location convenient planning next stay already
415,pleasant stay,2022 - 03,5,pillow soft comfort overall pleasant stay room spacious front office staff friendly helpful thank thoughtful complimentary birthday cake girl
416,amazing stay,2022 - 03,3,flat pillow chamomile tea make stay amazing use sg discovery voucher complaint much would give 5stars overall stay nice really need recharge due covid making travel quite hard
417,short staycay,2022 - 03,5,wonderful staycay experience staff polite care attentiveness pancake delicious breakfast menu must try nasi lemak great choice pick gym facility also wellequipe new swimming pool perfect crowd especially night good time relax
418,staycation fullerton hotel,2022 - 03,5,decide spend night fullerton hotel bucket list thing hotel new frequent restaurant often would like say quality food fullerton exquisite like fragrant toiletterie room clean provide twg tea room happy get upgrade end spacious room equip heat toilet seat bidet autolifting toilet seat like japan hotel end boat quay civic district area near many attraction marina bay clifford pier well locate hope another chance stay
419,1010 come back,2022 - 03,5,stay fullerton hotel 6th 8th march way expectation service everyone friendly approach eager resolve provide alternative suggestion query definitely come back come future
420,charming enjoyable stay,2022 - 03,4,book 2 night staycation fullerton celebrate anniversary building charming hold lot historical significance usually get hotel room lovey love toto washlet heated seat staff excellent super welcome friendly throughout stay
421,great stay fullerton singapore,2022 - 03,5,really enjoy stay paolo team strait club customer centric cater request eg less rice extra bacon service smile food breakfast high tea delicious facilities pool gym easy book well good deal
422,wonderful wedding hotel stay family,2022 - 03,5,fullerton recently service good food greatly compliment guest strait room cosy beautiful happy choice back anniversary
423,fabulous hotel disappointing casual dining,2022 - 03,4,hotel room staff outstanding dine jade magical experience extremely disappointed coffee cake lobby 5200 two small slice cake two flat white absolute robbery upon return hotel night ask two soft drink tell 2500 decline would love spend money hotel restaurant price ridiculous
424,staycay use srv,2022 - 03,4,stay premier courtyard room tell newly renovate nothing really special room like toilet function front back bidet even blowdry function lid auto raise enter feel like welcome close back leave toilet seat also heat warm halal food option get food elsewhere difficult find halal food nearby
425,staycation,2022 - 03,4,bed rock hard breakfast forgettable everything else impeccable check way check location good merlion stroll bayfront lucky would even get room view bayfront
426,highly recommend,2022 - 03,5,newly renovate room new automate toilet bowl polite excellent staff fuss free check short waiting time fast check nice short staycation nice view room nice clean pool
427,staycation fullerton hotel,2022 - 03,4,lovely hotel locate singapore river nice hotel quiet weekend staycation great service spa clean therapist knowledge attentive book ahead spa treatment
428,fullerton experience,2022 - 02,5,always go back fullerton go back experience service quality outstanding staff amazing friendly supportive willing go extra mile ensure great stay despite many new hotel singapore one still stand
429,classic hotel superb service delivery lovely people,2022 - 02,5,irrespective covid fullerton hotel deliver reputation classic hotel near perfect location superb service delivery always joyful arrive sad leave bit like home
430,staycation peak,2022 - 03,5,wonderful experience staycation fullerton hotel sure go peak period definitely visit staff friendly food delicious totally satisfied room cleanliness also give room good view towards marina bay sand
431,staycation,2022 - 03,5,2night stay luxury hotel wonderful memorable ambiance hotel feel relaxingplus staff excellent provide service reception restaurant housekeeping I look forward stay thank great service keep
432,consistent top quality,2022 - 03,5,always top notch service fullerton staff friendly helpful haveare cope covid efficient friendly non obtrusive manner pleasure stay everything work well strong wifi great room even internal face one nice bathroom good quality amenity restock daily
433,beautiful heritage hotel charming experience,2022 - 03,5,unforgettable experience thank ms ashley free upgrade esplanade room warmth every staff encounter equally amazing thank shall visit soon
434,nice hotel well maintain,2022 - 03,4,pro hospitable staff good service nice bay view room nice surround good post dinner walk evening con room dusty order housekeeping still come back dusty room allergic reaction throughout stay much halal food option would good one restaurant halal certify
435,marina bay view room,2022 - 03,4,3d2n staycation partner pay slightly get marina bay view room totally worth amenity wise like gym pool little small sufficient enough enjoy time issue bedding pillow thin lack cushion support neck literally feel like lie anything wake stiff neck quilt thin well feel like piece cloth
436,great location superb staff cleanliness,2022 - 03,5,staff kind helpful assist request hotel stay absolutely pleasant hotel locate near mrt thus travel convenient lot food choice vicinity
437,relax staycation fullerton march 2022,2022 - 03,5,enjoy relax weekend fullerton hotel singapore room level 6 overlook marina bay area absolutely spectacular view dine jade restaurant impeccable personal service staff food delicious chef accommodate dietary preference aplomb despite covid restriction could enjoy hotel facility minimal inconvenience book online
438,memorable retreat 2 year lockdown,2022 - 03,5,fabulous location easy access central area marina bay cbd surround well appoint room facility love pool ad spa friendly helpful staff facility available due cv19 restriction really enjoy stay despite
439,perfect wedding night,2022 - 03,5,perfect service crystal siti paolo zep get marry check zero time enjoy facility arrange access strait club cocktail breakfast afternoon tea hour check well take care extremely well fed get chicken slider beetroot dip outstanding
440,excellent hotel service venue wedding banquet,2021 - 12,5,choose hotel host wedding lunch 26 december last year wonderful experience hotel alfie shermaine help wedding proposal last april never disappoint attentive accommodate request big thank shermaine play important role decorate wedding display table really create wonderful memory wife impress service keep good work would also like say big thank violette senior catering sale manager paul boss make wedding photoshoot event successful memorable violette provide advice share expertise past banquet experience always remember precious wedding memory fullerton hotel
441,stay fullerton hotel,2022 - 02,5,enjoy comfortable stay overall service good room clean food town restaurant good value happy consider stay fullerton hotel happy hotel willing provide free parking without hesitation
442,stayca fullerton,2022 - 02,5,enjoyable experience great location able explore nearby chinatown enjoy good nanyang coffee visit museum second floor hotel clean staff friendly breakfast great
443,good class concierge staff little bit patronise,2022 - 02,4,relatively pleasant 4night stay fullerton hotel balcony unique amenity hotel great however feel welcome especially start stay concierge staff unwelcome right bat make way reception concierge staff walk really fast towards ask guest patronise tone I see service staff keep repeat throughout stay keep show key card reason safely say guest receive treatment I really curious treat way
444,awesome stay,2022 - 02,5,take valentine promo couple friend mini honeymoon treat fullerton make possible nothing ask deliver expect highly recommend wait stay fullerton next visit sg
445,fullerton hotel staycation cum birthday celebration,2022 - 02,5,greatly improve service compare last staycation staff friendly efficient especially spa team special thank elaine room space clean bed large comfortable bath tub large strong water pressure create large bubble bubbly bath birthday treat small slice tasty chocolate cake steam room noisy need service upgrade
446,great place staycation city,2022 - 02,5,lovely staycation past weekend room spacious high ceiling lovely view fantastic stay national monument much history particularly enjoy service hospitality strait club lead zep paolo crystal
447,excellent service always,2022 - 02,5,always glad stay fullerton check process efficient less crowd staff attentive detail always helpful offer consistent service across staff compare hotel
448,excellent service,2022 - 03,5,begin concierge reception fandb room 1 word describe stay perfect service top notch thank excellent service render smiley mr mohammad hafiz concierge friendliness warmth service make feel welcome reception ms tomoko assist fast check escort way room make feel like one vip afternoon tea courtyard restaurant serve professional staff mr fabian explain everything tea sandwich pastry serve staff asset room clean well maintain room assign good view overall worth every penny service make return back definitely share great experience family friend thank fullerton hotel singapore keep
449,amazing stay fullerton,2021 - 12,5,speechlessly good food amazing room comfortable equip smart tv speaker friendly staff make want go back always look forward visit fullerton hotel regardless meal stay
450,jade restraunt hotel,2022 - 02,5,wonderful staff jade restaurant ensure wedding solemnisation go smoothly special thank hotel allow privilege early check definitely come back
451,first time experience stay hotel,2022 - 02,3,overall stay good except cleanliness room due allergy dust hope improve hope well impression stay chance visit
452,overall great experience,2022 - 02,5,staycation cum birthday celebration wife great stay room big clean room service fast staff attend request immediately even late night check fast hassle free
453,unforgettable sweetest experience,2022 - 03,5,honestly one good high tea experience singapore friend try walkin look place relax tea thank warm welcome mr lila amazing service mr john mr albert definitely come back recommend friend oh forget get cute sweet souvenir pic us friend farewell
454,memorable stay excellent service provide fullerton hotel,2022 - 02,5,celebrate 25th wedding anniversary fullerton hotel palladian suite come strait club benefit wonderful experience staff professional make feel really welcome would like thank room division manager ms rhea decolongon help stay grant request would also like thank team strait club especially crystal nicholas paolo zep excellent service provide stay friendly helpful professional thankful make stay memorable one well keep great service
455,staycation family,2022 - 02,4,service relatively good club lounge fantastic food selection get wide variety checking service could well room comfortable clean service town restaurant improve
456,great stay,2022 - 02,5,room spacious yet cosy bathtub good size well service great overall good stay staff responsive accommodate thank would recommend friend sure
457,spring surprise,2022 - 02,5,fullerton like spring surprise every time visit property late stay different define feature set apart property town highly recommend like serendipity travel quite travel yet good get
458,good stay,2022 - 02,5,pleasant stay experience service front staff claudia assist check ensure everything meet include special request early breakfast hotel clean locate centralized area
459,heritage room city view,2022 - 02,4,spacious clean grand comfortable auto bidet coffee machine 55 tv auto blind rainshower bathtub tv move mount shift angle use atkinson soapshampoo fragrant pleasant
460,disappointing,2022 - 02,2,book 3 day stay 5 star hotel fullerton arrive tell room 1 hr allocation pool hour book room service would deliver door drink serve plastic cup breakfast terribly limited sit bae marrie seem hour scramble egg dry coffee cold annie reception saving grace terrible expensive experience stay 1 night go capella difference
461,good clean hotel,2022 - 02,5,heritage hotel one expect room quite different even though category give much big first stay last year much small room time check consider smooth saturday enjoy ala carte buffet breakfast thank fullerton team comfortable stay
462,ideal spot quiet stay,2022 - 02,4,perfect iconic place staycation amazed soundproof design room love shower area separate toilet entire hotel grant clean much extramile service require
463,truly memorable birthday celebration experience,2022 - 02,5,stay 2 night room river view room spacious quiet friendly staff checkin counter birthday package great lovely fresh bouquet rise nice bottle champagne cute teddy bear delicious chocolate cake big two
464,good staycation,2022 - 02,4,room clean quiet good view surround central district bathtub large pity ceiling light could selectively switch look drink bar counter light whole room
465,great one night stay,2022 - 02,5,friendly staff great service clean spacious room able book timeslot pool gym etc virtually need waste time call reception etc laksa offer breakfast menu good
466,pleasant stay,2022 - 02,4,well maintain hotel even though still room improvement hotel staff friendly also quick respond request love feel hotel airconditione amazinglu cold time unlike hotel feel really stuffy warm
467,pretty good staycation,2022 - 02,4,staycation pretty good except bedding unsuitable soft cause backache realise way late dining experience good staff super nice friendly food generally good
468,great hotel live name,2022 - 02,5,wonderful hotel extremely convenient location clean great service bed quality especially baby cot definitely improve baby good night sleep adult bed bad breakfast service top notch food quality improve overall extremely satisfied
469,first staycay,2022 - 02,4,first staycay book solo birthday get enjoy facility much expect last day swimming I occupy past 2 day think least get wish hotel none haha alright overall decent stay escape outside world
470,excellent experience,2022 - 02,5,5 star experience stay hotel surely stay hotel next time visit singapore checkin process smooth staff helpful room clean expect view amazing location amazing
471,comfortable stay,2022 - 02,5,stay comfortable staff friendly enjoy view food option recommend solo staycaytion small group friend book facility housekeep service efficient stay easy room entertainment amazing
472,amazing stay,2022 - 02,5,amazing hotel customer service make stand far would revisit recommend friend even covid restriction staff helpful accommodate especially arrival departure
473,room excellent breakfast could make,2022 - 02,4,room excellent checkin fast good service whole experience stay good minor thing breakfast food taste dim sum taste like frozen food go sausage sausage texture taste cafe bacon hard crunchy scramble egg taste nice coffee bad maybe food arrive warm anymore
474,immaculately perform,2022 - 02,5,quay twin bed room virtuoso privilege 5 night enjoy access strait club lounge meet brilliant staff particularly siti go extra mile smile excellent value friendliness beyond expectation strongly recommend
475,awesome,2022 - 02,5,memorable stay one iconic heritage site singapore close many heritage building convenient get many food outlet wonderful place stay short trip amenitie hotel sufficiently provide staff pleasant helpful
476,birthday celebration staycation,2022 - 02,4,overall stay hotel satisfied room clean king size bed front desk service good location city area mrt station within walk distance like 5mins pillow soft
477,staff stay review,2022 - 02,5,stay fullerton hotel singapore superb staff friendly helpful esepcially kate moon hafiz professional go extra mile service friendly easy communicate issue stay throughout smooth staff thank fullerton hotel singapore wonderful staycation ever
478,staff stay review,2022 - 02,5,stay fullerton hotel breeze check definitely throughout stay assist kate moon reception explain husband regard book breakfast hotel facility hafiz charge concierge assist belong prepare cake fullerton hotel bear small gift stay honeymoon newly couple definitely would reccommend hotel great pleasant stay
479,staff review,2022 - 02,5,kate moon reception great experience front desk incredibly helpful beyond make stay comfortable hafiz concierge delightful pleasant fantastic great attitude eager assist whenever available room extremely comfortable spacious clean balcony beautiful scenery
480,go extra mile exceptional service,2022 - 02,5,celebrate wedding anniversary hotel service extend team extraordinary special mention team strait lounge siti crystal nicholas anais despite small team demonstrate attentive hardworke personable impeccable service make stay warm memorable special mention crystal attentive need professional yet friendly personality also nichola help facilitated meeting requirement sense accountability urgency siti joy meet upon entry lounge lighten atmosphere team work hard well together result good customer experience thank keep good work mr mrs eng
481,extremely pleasant stay helpful staff,2022 - 02,5,request early check lunch pleasantly surprise check around 1230pm promise staff attention detail impeccable well provide extra room key friend set surprise proposal girlfriend great stay great service would definitely stay
482,great stay,2022 - 02,5,family fantastic staycation hotel room clean comfy service provide team fantasticbreakfast town restaurant delicious thou variety alot due pandemic
483,great service hotel staycation,2022 - 02,5,staying room marina bay view superb view spacious room bathroom breakfast great unlimited cook per order portion generous food great pity trip able wish late check come true
484,great staycation,2022 - 02,5,enjoyable memorable experience good valentine day ever food great staff helpful service top notch highly recommend staycation visit thank wonderful experience
485,great appreciation staff fullerton,2022 - 02,5,good decision stay fullerton birthday aside amenity staff give 100 customer satisfaction specially kate abigail extremely helpful customer service beyond satisfaction thank fullerton
486,nice experience,2022 - 02,4,like washroom toilet automate good experience like complimentary cookie tea coffee room breakfast menu extremely limited
487,recommend staycation hotel,2022 - 02,5,good service staff welcome smile explanation everything good outstanding breakfast convenient travel around would come back near future highly recommend everyone
488,singapore,2022 - 02,5,perfect stay perfect week great location travel easily around city fullerton authentic place feel ease time arrive hotel staff attentive
489,classic singapore,2022 - 02,5,fullerton live name classy elegant fantastic service time enter hotel till leave good job safety measure well want book fullerton next stay especially love mbs view room
490,happy stay fullerton hotel singapore,2022 - 02,4,superb location super accessible island wide china town orchard road sentosa garden bay mbs etc clean hotel room landmark hotel culture design sit back relax enjoy
491,would give 5 star,2022 - 02,4,stay 4 night end trip thailand singapore stay fullerton bay start trip stay end experience hotel prefer fullerton fullerton bay building beautiful beautifully decorate chine new year staff excellent especially lady strait club special mention siti lovely lady half french sorry forgot name strait club room overlook marina bay comfortable room good bathroom room keep clean however negative balcony never clean leave build every time go outside leave stuck foot rain time balcony also wet never really dry room could comfortable arm chair nowhere sit relax apart bed hard chair desk nice swimming pool area pool cold much preferred pool fullerton bay food strait club first class breakfast afternoon tea canap deduct point rating due happen check leave bad taste certainly make rethink return hotel check 90 min wait taxi airport decide chill last drink happy hour even well however surprised tell fully book could serve walk outside notice outside bar area table take go back speak receptionist go ask behalf tell fully book never service 5 star hotel stay many world find unbelievable refuse serve guest drink spending 6 day fact receptionist go could go nearby starbuck buy takeaway drink bring back sit hotel lobby walk somewhere else get drink want cocktail starbuck would want could walk boat quay look like rain 14 hour flight ahead want risk chance getting soak understand bar full certainly could waiter send take order empty lobby bring drink 5 star service disappointing
492,pleasant relax staycation,2022 - 02,5,thoroughly enjoy short weekend break fullerton hotel staff friendly accommodating make stay pleasant one give room overlook singapore river great view room spacious comfortable hotel facility disappoint five star experience
493,lovely getaway love one,2022 - 01,5,enjoy time fullerton hotel stay fullerton number occasion already service quality stay nothing great experience keep good job cheer
494,perfect stay always,2022 - 02,5,incredible stay fullerton singapore great service great room great view perfect staycation stay highfloor quayside roomthe room may differ insize due unique shape fullerton room far wonderfully comfortable small bed medium firmness pillow plush cleanliness topnotch would want whether pandemic one thing stress enough level service staff display several occasion would say go beyond call duty
495,pleasant stay sans car park,2022 - 02,4,rather pleasant stay location near mbs merlion park good however car park big issue lift always work drive fine otherwise frustrating especially family baby young kid would climb stairs baby stuff diaper bag stroller etc baby imagine check luggage nightmare
496,staycation,2022 - 02,5,pleased service staff ambience hotel staff front desk proactive staff restaurant helpful receptionist also helpful patient
497,proposal getaway,2022 - 02,5,perfect proposal awesome backdrop bay thank hospitality consider hold wedding well contact send brochure information possible thank
498,good hotel singapore,2022 - 02,5,final day honeymoon fullerton hotel make trip much memorable colleague welcome big hospitality stay perfect never forget view enjoy room
499,expect well,2022 - 02,3,stay heritage room 2 night staff friendly everyone ignore moment get car check counter bit hard find even single greet one care offer assistance try look check counter huge bag ask around room get small photo bed position weird angle pillow flat nespresso coffee machine work overall expect much well experience service prestigious hotel
