TITLE,DATE,RATING,REVIEW 
Great Stay at the Fullerton,Date of stay: March 2022,50,"Amazing location, amenities, and great Customer Service by Warren (Front End Manager) and by Hefiz (Concierge). Lovely decorations during Christmas and Chinese New Year. A must stay for anyone coming through Singapore!"
Best best best-est hotel!,Date of stay: March 2022,50,Great hospitality with good vibes! The uncle at the check in area from carpark were sooo friendly and cute! The pregnant lady and the Philippines guy at the reception counter was awesome too! Overall everyone is so friendly and nice! Will definitely stay again at this hotel!
Nice staycation,Date of stay: March 2022,50,Overall experience is great. We booked for 2 rooms. (Heritage and marina bay view room) It is meant for my birthday as well as friends birthday celebration. We enjoyed our staycation there. The compliments water in the room are somehow limited. Hope the hotel can provide more bottled water in the room. Will visit again soon.
"Great hotel, super staff.",Date of stay: March 2022,50,"What a super hotel. This was our first visit to Singapore - lots of complicated and constantly changing covid related requirements in order to enter Singapore but well worth it. Very welcoming, very comfortable and well positioned. Lovely food, but perhaps the most striking thing about this hotel is its staff- very friendly, helpful and competent. Booked a standard room, and were very happy. Air con nice & quiet, powerful shower, separate loo (always good), huge bath, and best of all, THE most comfortable bed we’ve ever experienced We will choose this hotel for our next visit here without a doubt. It is easy to get to most places from here and plenty of riverside eateries right on the doorstep. The breakfasts at The Fullerton are great - lovely choices, table service, and very pleasant environment. Plenty to keep us going until evening. There is absolutely nothing to fault. This team have got it off to a tee."
Staycation,Date of stay: March 2022,50,"Beautiful hotel with nostalgic vibes. Staff are ever pleasant and always willing to help. The spa is a must, it’s a great pampering. Breakfast is delicious and you could customise the items, they’re more than willing to adjust for you. Pillows were too soft for me though. Mattress is great! Will definitely come back."
Wonderful stay at the Fullerton Hotel Singapore,Date of stay: March 2022,50,Excellent service. Very thoughtful of the team to provide a birthday amenity. Hotel is convenient with parking and MRT. Hotel staff are all very friendly and approachable which makes the stay an extremely pleasant one.
My wife birthday,Date of stay: March 2022,50,"Ever since I got married in Fullerton we been a loyal customer to Fullerton hotel. It bring great memories and heritage as well, the food in jade is top notch and the standard is still remain after so many years.  Thank you Alson from Jade for serving us, he is friendly and caring, not to forget a lady whom her name must be remember too, i only remember she is from Taiwan,  Customer services and cleanliness is with highest standard"
A memorable stay at an iconic hotel .,Date of stay: March 2022,50,From the moment we arrived until we left we were looked after superbly at the Fullerton . Our quay room had a wonderful view of boat quay and the river and bridges . We had a delicious breakfast in the town restaurant every morning and we recommend the lantern roof top bar at Fullerton Bay for an early sundowner . We would love to return Thank you Fullerton !
Lovely experience,Date of stay: March 2022,50,It was a very lovely and memorable experience. THe room is clean. The staff are friendly. All our requests are being attended to in a quick manner. THank you. Will definitely stay again next time if there is chance again.
A great staycation with kids.,Date of stay: March 2022,50,2 night stay at Fullerton. Excellent hospitality and kids loved it. Great to see many activities for kids. Room was very comfortable. Downside is very hard to get a swimming pool slot and in-room dining can be improved.
Amazing Hotel but leave the small kids home,Date of stay: March 2022,40,"The Fullerton hotel has amazing staff, facilities, and overall experience. However, my family and I soon realized it is not suitable really for a family staycation due to the lack of kid-oriented facilities.  That being said, the staff are super friendly towards the kids, and never once were we made to feel we didn't belong. Ultimately it was poor planning on our part, but I just wanted to share the experience for others looking to make similar choices.  Our kids are both under the age of 5."
Staycation,Date of stay: March 2022,50,Good value for money. High efficiency in arrival and departure with our request for extra bed. Hotel staff are willing to provide support upon request. Location is also highly accessible to great food outlets and cafes
None,Date of stay: March 2022,30,"It would hVe been better if there should be no judgement on guest with different type of booking to access to certain floors, as we are there, we should be able to access to all floors to have a look at the heritage hotel, this defeat the purpose of we are being denied access to those floors to find out more about the hotel. Pillow are too flat, it can be improved"
Amazing food and service,Date of stay: March 2022,50,Lalikumar and his team provided excellent service! We love our time here! Definitely try out the various teas. Food was amazing as well! We came for the afternoon tea session and enjoyed every bit of it!
Average and expect better,Date of stay: March 2022,30,"The location is great. . The service was good. just a few points with the room and the restaurant. With the price, we were expect better in terms of the room and overall experience. Will rate as average."
Great service we absolutely loved the hotel service and amenities.,Date of stay: March 2022,50,We loved the amenities and the staff were very accomodating and made sure we had everything.The only thing was that we had hoped we could have gotten a better view from our room but other than that we enjoyed our stay entirely.Thank you team..
Premium hotel that is part of Singapore's history,Date of stay: March 2022,40,"During check in process, we were ushered to be seated instead of standing in line. Water was served and when it was our turn, a staff approached us to attend to us.  Hotel was generally clean and well maintained.  We booked the Heritage room and it was huge. We got the room with a view of Cavenagh Bridge and Singapore River. Main bed was king size with good mattress and clean white sheets. Pillows were a bit too thin and soft. Extra bed was a pull-out sofa bed. Not the best comfort as the mattress was thin.  Location was perfect for day walks or night walks with plenty of nearby attractions to offer."
Staycay at Fullerton,Date of stay: March 2022,50,One night staycation for my boy's 7th. Was a pleasant experience. Checkin was very efficient. Room was clean and bedding was luxurious. room was comfortable enough for our family of 4. Toilet is huge with a nice bathtub.
Fullerton Hotel- your best choice in Singapore,Date of stay: March 2022,50,Historic buildings; elegant and noble decoration; reasonable pricing; considerate staff; efficient work style; good customer service... Fullerton Hotel was definitely worth it. 富有历史感的建筑；典雅高贵的装饰；物超所值的房价；体贴入微的员工；高效率的办事风格；强大的纠错机制……富尔顿酒店，不让你带走一丝一毫的遗憾。
Great school holiday staycation with kids family activities,Date of stay: March 2022,50,"It was refreshing to see Fullerton Hotel providing more family and kids friendly activities which entertained the kids even more during the March school holidays. The kids enjoyed the Farm Tour, Cookies Decoration workshop and the Story Telling session. This is on top of their usual swimming activity and bath tub play. I would also like to compliment the Fullerton hotel staff for their warmth and hospitality towards us as returning customers."
wedding anniversary stay,Date of stay: March 2022,40,"we enjoy our stay 1 night stay at the hotel using the $100 singapore discovery voucher, as the cost of accommodation consider at the high side. Hope to enjoy special price for the SPA . During our stay, we have went for 2 tines swim (afternoon on check in & morning on checkout), The early check in is marvellous ."
Wonderful memories created,Date of stay: March 2022,50,Everything is in place even thou I made this booking via a third party. Compliments on the handling of check-in and attention given to the young guests with coloring materials. Room is clean and comfortable. This stay created good memories for us. We will be back again definitely.
Straits club was valuable,Date of stay: March 2022,40,"Food at straits club was valuable, AT was good and canapé was enough for drink. My luggage was delivered about 3 hours later after checked in, I didn’t know why, I called concierge twice to ask delivery though."
Staycation,Date of stay: March 2022,50,"We stayed at the Fullerton from 17-20 Mar 2022. Second time staying here. Staff is wonderful as always, very friendly, helpful and accommodating. Special thanks to Hope for helping us with our afternoon tea reservation at The Courtyard. Also kudos to the staff at Courtyard led by Lalikumar for giving us a wonderful experience at our afternoon tea with their attentiveness and great service. The food was scrumptiouss and the tea selection was great!"
Perfect experience,Date of stay: March 2022,50,"Everything was perfect during my first encounter with The Fullerton hotel. I was there with my family for a staycation and we were extremely pleased with the service, the room and food. Would experience the magic again. Thanks!"
Wonderful time with my family,Date of stay: March 2022,50,We had a wonderful time celebrating my daughter's birthday with my family. The staff were helpful and the rooms were spacious. The kids had a splashing good time in the infinity pool. We will definitely come again.
Enjoyable heritage stay,Date of stay: March 2022,40,Had an enjoyable stay with good service and nice food at the hotel restaurants. A bit old because of the heritage but well maintained. It was nice to learn about the hotel history as we explored around and the ambience was very relaxing. Felt like a true holiday although still in SG.
Bounce back after lockdown,Date of stay: March 2022,50,"Great to see this hotel has survived Covid, and the necessary distancing does not detract from customer service. Breakfast was not the normal opulent level, and service in this area slower than I have experienced on previous stays."
Purple Afternoon Tea,Date of stay: March 2022,50,Excellent service from Fabian and John! Food was great as well and it made our dining experience so wonderful that i made another reservation to go again next week.  Thank you so much me and my bestie had enjoyed your afternoon tea.  See you again!
Enjoyable Stay,Date of stay: March 2022,50,"Booked the hotel for my wife birthday, booking was very pleasant and everything goes smoothly with the reservation team. Check in was fast and efficient and there is free ice cream for the kids as well. Since for my wife birthday, they also prepared the balloon for my wife and cake in the room too!"
Fullerton Staycation,Date of stay: March 2022,40,"We stayed in a suite room and it was lovely. Fantastic view overlooking the ""fish belly"". Toilets are big and spacious. Overall room cleanliness was superb. Restaurants within the establishment was a little pricey with mostly average quality but due to the location, there are classy better value options nearby."
Clean and friendly staff,Date of stay: March 2022,50,Enjoyed our stay with large bathtub for 2 kids to play in. Staff always have smile on their faces when they met us. We have this offer 1 for 1 thru Klook which is value for money. (But take note of their dates available for booking). Is near to lots of restaurants.
Wonderful Experience with Fullerton Hotel.,Date of stay: March 2022,50,"Checking in on the 14th March till 16th March, I had two room (level 5)and the size were great. Checking in by 5pm and they were really kind to extend late check out till 4pm. While waiting for our rooms to be ready the staff bring us to a holding area to have complementary ice cream and there was color material for kids. Overall staff were friendly and helpful, thanks Leena for the last min assistant for our accommodation and not forgetting on the 15th March a male Indian (forgotten his name) gentleman in the morning helping us to touch up our room."
3.5 for the staycation,Date of stay: March 2022,40,"Booked a 3 days 2 night staycation package via Klook. Overall experience was good but not fantastic. Made a booking of 3 rooms for families. The third room (my room) was not ready during check in around 2pm. Thought might just need to wait for an hour but to my disappointment, it was only ready at 5pm. (with me having to go down to check with the front desk twice). Nonetheless, I will like to compliment Warren and Gabriel (if i got his name correct) for assisting me with my check in.  Didn't manage to book a slot for the pool as the preferred slots are full. Not much activities going on in the hotel.  Kudos to Fabian and crew from Town Restaurant for their hospitality service. Service was prompt and very welcoming. Recommend the prata breakfast and laksa. It was the breakfast experience that deserved an additional 1 star."
Honeymoon staycation,Date of stay: March 2022,50,"Went for a staycation at Fullerton for our honeymoon. We had a very pleasant stay over at Fullerton. We liked everything about the room. Service was awesome from the moment we checked in. The view from our room was amazing! We also had a seamless check in and waiting time was quite short. Was greeted with a surprise gift to celebrate our honeymoon when we reach our room.Nurshamira greeted us with an awesome service. She was very helpful when attending to all our queries from the start, with patience. Nurshamira even went the extra mile to help us book slots to use the hotel's facilities on the spot. She and the courteous staffs of The Fullerton Hotel had made our stay even more memorable. Kudos!"
"Impeccable service, beautiful suite!",Date of stay: March 2022,50,Stayed at the Palladian Suite. Wonderful view of the Bay Area especially during the night. Suite was very spacious and luxurious. Staff were very friendly and services were of a high standard. Will stay again.
warm and cosy hotel,Date of stay: March 2022,30,"booked for march school holidays, but there isnt much activities for my son in the hotel, and also didnt manage to book the swimming pool. suggested to get booking of swimming pool and other facilities upon checking in... to avoid disappointment. Overall service from staff are excellent , and they gave the kids amenities which is cute. breakfast at town restaurant was excellent too."
Very Neat and Comfort,Date of stay: March 2022,50,"Really like the room as it is very spacious and the room is very clean and neat. Honest speaking, I fall asleep lying on the sofa. Overall, the experience in the hotel are really fantastic, I would surely recommend it to my friends and family."
Good but could be better,Date of stay: March 2022,40,"Overall experience is good, room is good with Marina bay view (that I opted for). In-room dining and breakfast situation can be improved. No communication from hotel for pre-check in nor able to pre-book hotel facilities. The pool was only available for night slots by the time we checked in and this changed our plans for the day. Would be great if we could already pre-book and plan ahead."
Staycation converts,Date of stay: March 2022,50,"Service was wonderful right from the very beginning. To ensure that the check in process was smooth, we received a call to ask when we’d be arriving and we were also offered an upgrade. The room, we were told had not undergone a recent refurbishment that other rooms have had but on top of the room being several grades above the original booking we’d made, we’d be given an early check in. I was honestly a bit leery and worried having seen how tired hotel rooms could get. However, the promise of the view of the bay was too tempting and so we took the upgrade.  We were so impressed by how clean and well kept everything was. The towels were white and fluffy. We had a view of the bay and it was lovely to see the sunrise from the room. Soundproofing was amazing as we were just above the highway.  My 9 year old was given an ice cream pass with which he could redeem an ice cream from the restaurant daily! It really made the experience fun for him.  My husband tried the spa treatment which he said was great.  The pool was a tad small but offered great views.  The location of the hotel was fantastic and it was a great base for exploring the museums and attractions around. We were there for only 2 days and a night but we managed to pack a lot in as the location was so convenient.  We are planning our next stay already!"
Pleasant stay,Date of stay: March 2022,50,"Pillows are too soft for comfort. But overall it’s a pleasant stay. Room is spacious, front office staffs are friendly and helpful. Thank you for the thoughtful complimentary birthday cake for our girl."
'Amazing' Stay,Date of stay: March 2022,30,Flat pillows and no chamomile teas make our stay 'amazing'. Used SG Discovery vouchers so I can't complaint too much on it. Would have given 5-stars if not for those. But overall stay is nice as we really need re-charge due to covid making travelling quite hard.
Short staycay,Date of stay: March 2022,50,A wonderful staycay experience. All staff are polite and caring to your attentiveness. Their pancake was delicious in breakfast menu. Must try! So as their nasi lemak which is a great choice to pick too. Gym facilities are also well-equiped and new! Swimming pool is perfect for us too and not crowded especially at night. Good time to relax.
Staycation at the Fullerton Hotel,Date of stay: March 2022,50,"I decided to spend a night at the Fullerton Hotel as it was on my bucket list of things to do. This hotel is not new to me, I frequent the restaurants often. I would like to say the quality of the food at Fullerton is exquisite. I like the fragrant toiletteries and the room was very clean, they provide TWG tea in the room. I was very happy to get an upgrade so we ended up with a more spacious room, equipped with a heated toilet seat, with bidet and auto-lifting of the toilet seat - like those in Japan. This hotel is at the end of Boat Quay, in the civic district area and very near to many attractions, Marina Bay and Clifford Pier. It is very well located. Hoping to have another chance to stay there."
10/10 will come back again!,Date of stay: March 2022,50,Stayed at The Fullerton Hotel from 6th to 8th March. Way above expectation services. Everyone was very friendly to approach and eager to resolve or provide alternative suggestion to any queries you have. Will definitely come back again in the coming future!
Charming and enjoyable stay,Date of stay: March 2022,40,"Booked a 2 night staycation at the Fullerton to celebrate our anniversary. The building was charming and held a lot of historical significance that you don't usually get with a hotel. Room was lovey, and loved the Toto washlet with heated seating. Staff were excellent, super welcoming and friendly throughout our stay."
Great stay at The Fullerton Singapore.,Date of stay: March 2022,50,"Really enjoyed my stay here. Paolo and the team of the Straits Club are customer centric. They catered to our requests (e.g. less rice, extra bacon). Service with a smile! The food at breakfast and high tea were delicious. Facilities such as pool and gym were easy to book as well. Good deal."
Wonderful Wedding and Hotel Stay for our Families,Date of stay: March 2022,50,We just had our wedding at The Fullerton recently. Service was good and the food were greatly complimented by our guests. Straits Room is so cosy and beautiful; we were very happy with our choice. We will be back again for all our anniversaries!
Fabulous Hotel - Disappointing Casual Dining,Date of stay: March 2022,40,"Hotel, Room & Staff all outstanding. We dined at Jade which was a magical experience. Extremely disappointed with Coffee & Cake in the Lobby - $52.00 for two very small slices of cake and two flat whites - absolute robbery. Upon returning to the hotel after a night out we asked for two cans of soft drink and was told $25.00 - we declined. I would love to spend more money at the hotel restaurants if the pricing wasn't so ridiculous."
Staycay using SRV,Date of stay: March 2022,40,"I stayed in the premier courtyard room. I was told it was newly renovated. Nothing really special about the room itself. But I like the toilet functions. There is a front and back bidet and even a blow-dry function. And the lid will auto raised when you enter. It feels like you are being welcome. It will closed back once you leave. The toilet seat is also heated, so it's warm. There are no halal food options, so I have to get my food elsewhere. But it's not difficult to find halal food nearby."
Staycation!,Date of stay: March 2022,40,Bed was rock hard. Breakfast was forgettable. Everything else was impeccable from check in all the way to check out. Location was good for Merlion and those strolls by the Bayfront. If you are lucky you would even get a room with a view of the Bayfront.
Highly recommended,Date of stay: March 2022,50,Newly renovated rooms with new automated toilet bowls. Very polite and excellent staff. Fuss free check in with very short waiting time and fast check out.. It is a nice short staycation. Nice view from the room and nice clean pool.
Staycation at The Fullerton Hotel,Date of stay: March 2022,40,A lovely hotel located on the Singapore River. A nice hotel for a quiet weekend staycation. Great service and the spa is clean and the therapist is knowledge and attentive. Book ahead for a spa treatment.
The Fullerton Experience,Date of stay: February 2022,50,"I always go back to the Fullerton and will go back again. The experience, service and quality is outstanding. The staff are amazing - friendly, supportive and willing to go the extra mile to ensure you have a great stay. Despite the many new hotels in Singapore, this one still stands out."
A classic hotel with superb service delivery by the loveliest of people,Date of stay: February 2022,50,… irrespective of Covid the Fullerton Hotel is delivering on its reputation as a classic hotel with near perfect location and superb service delivery. We are always joyful to arrive and sad to leave … a bit like home.
Staycation (off peak),Date of stay: March 2022,50,"It has been a wonderful experience to have our staycation at fullerton hotel. Not sure if it is because we went there during off peak period, but will definitely visit there again. The staffs are friendly, the food is delicious and i am totally satisfied with the room and its cleanliness. Was also given a room that has good view towards the marina bay sands."
Staycation,Date of stay: March 2022,50,"Our 2nights stay in this luxury hotel was a wonderful and memorable, the ambiance of the hotel feels relaxing,plus the staff was excellent in providing their service from reception to restaurant and housekeeping. Im looking forward to stay again!! Thank you for the Great service keep it up!!!"
Consistent top Quality,Date of stay: March 2022,50,"Always top notch service at the Fullerton. Staff are friendly and helpful. They have/are coping with Covid in an efficient and friendly and non obtrusive manner. A pleasure to stay there again. Everything works well. Strong wifi, great rooms (even the internal facing ones) with nice bathrooms and good quality amenities which are restocked daily."
A beautiful heritage hotel and a charming experience,Date of stay: March 2022,50,An unforgettable experience.. thank you Ms Ashley for the free upgrade (Esplanade Room) and your warmth. Every staff we encountered were equally amazing. Thank you for I shall visit again very soon 🤗
"Nice hotel, but not well maintained.",Date of stay: March 2022,40,"Pros Hospitable staff with good service. Nice Bay view room Nice surroundings, had a good post dinner walk in the evening.  Cons Room was very dusty, ordered housekeeping, but still came back to a dusty room. I had allergic reaction throughout my stay.  Not much halal food options. Would be good if one of the restaurants is halal certified."
Marina Bay View Room,Date of stay: March 2022,40,"It was a 3D2N staycation with my partner. Paid slightly more to get the Marina Bay View Room, and it was totally worth it.  Amenities wise like the gym and pool, it's a little small but sufficient enough to enjoy some time. Only had issues with the bedding, the pillows were so thin it lack cushion & support for the neck, literally felt like I wasn't lying on anything. I woke up having some stiff neck. The quilt was very thin as well, it felt like a piece of cloth."
"Great location, superb staff and cleanliness",Date of stay: March 2022,50,"The staff was kind and helpful to assist with our request, and the hotel stay was absolutely pleasant. Hotel is located near the MRT, thus travelling was convenient. There are lots of food choices at the vicinity too"
Relaxing staycation at Fullerton (March 2022),Date of stay: March 2022,50,"Enjoyed a relaxing weekend at the Fullerton Hotel Singapore. Our room was on level 6 and overlooked the Marina Bay area. Absolutely spectacular view. Dined at the Jade restaurant - impeccable, personal service from the staff. Food was delicious and chef accommodated dietary preferences with aplomb. Despite the COVID restrictions you could enjoy the hotel facilities with minimal inconvenience - booking is done online."
Memorable retreat after 2 years of lockdown,Date of stay: March 2022,50,"Fabulous location with easy access to the central area, Marina Bay, CBD and surrounds. Well appointed rooms and facilities. Loved the pool ad spa. Friendly and helpful staff. Not all facilities were available due to CV-19 restrictions but we really enjoyed our stay despite this."
Perfect Wedding Night,Date of stay: March 2022,50,"Perfect service from Crystal, Siti, Paolo and Zep.  We got married and checked out with zero time to enjoy the facilities but they arranged for us to access the Straits Club, Cocktails, Breakfast, Afternoon Tea hours after we had checked out.  We were well taken care of and extremely well fed. Get the chicken sliders and beetroot dip, both were outstanding."
Excellent hotel services and venue for our wedding banquet,Date of stay: December 2021,50,"We chose this hotel again to host our wedding lunch on 26 December last year as we had a wonderful experience in this hotel with Alfie and Shermaine who helped me with my wedding proposal last April. They never disappoint us by being attentive and accommodating to our requests. Big thank you to Shermaine who played an important role to decorate our wedding display tables. These really created wonderful memories for my wife and myself. Very impressed with her service! Keep up with the good work! I would also like to say big thank you to Violette, Senior catering sales manager and Paul, her boss for making our wedding photoshoot and event successful and memorable. Violette provided advices and shared her expertise and past banquet experience with us. We will always remember this precious wedding memories with Fullerton hotel."
Stay at Fullerton Hotel,Date of stay: February 2022,50,Enjoyed the comfortable stay. Overall service was good. Room was clean. Food at Town Restaurant was good value. Will be happy to consider staying at Fullerton Hotel again. Happy that the hotel was willing to provide free parking without hesitation.
Stayca @ Fullerton,Date of stay: February 2022,50,"Enjoyable experience. Great location, able to explore nearby Chinatown - enjoy good Nanyang coffee and visit its museum on the second floor. Hotel was clean, staff were friendly. Breakfast was just great"
"Best in class, but concierge staff a little bit patronising",Date of stay: February 2022,40,"I had a relatively pleasant 4-nights stay at the Fullerton Hotel. The balcony was very unique and the amenities in the hotel was great.  However, we didn’t feel very welcomed especially at the start of the stay because the concierge staff were very unwelcoming right off the bat. Once, while making my way to the reception, a concierge staff walked really fast towards me and asked “are you a guest here?” in the most patronising tone I’ve seen from a service staff. This kept on repeating for me throughout my stay and I kept having to show them my key cards for some reason?  I can safely say that most guests didn’t receive the same treatment as I did so I’m really curious as to why I was treated in such a way."
Awesome Stay,Date of stay: February 2022,50,"We have taken the Valentine promo for a couple friend for a mini honeymoon treat and Fullerton just made it all possible, nothing more we can ask for- all delivered as expected and more! Highly recommended! Can’t wait to stay in Fullerton on next visit to SG!"
Fullerton Hotel Staycation cum Birthday celebration,Date of stay: February 2022,50,"Greatly improved on their services as compare to my last staycations. Staffs : most of them friendly and efficient, especially to spa team and special thanks to Elaine. Room : spaces and clean Bed : large and very comfortable Bath tub : large and strong water pressure can create large bubbles bubbly bath Birthday treat : a small slice of tasty chocolate cake (^-^) Steam room : noisy , need to service or upgrade"
Great place for a staycation in the city,Date of stay: February 2022,50,"Had a lovely staycation over the past weekend. Our room was very spacious, had high ceilings, and a lovely view. It was fantastic to stay in a National Monument with so much history in it.  Particularly enjoyed the service and hospitality at the Straits Club led by Zep, Paolo and Crystal."
Excellent Service as Always,Date of stay: February 2022,50,"Always glad to stay at Fullerton. The check in / out processes are efficient, there is less of a crowd and the staff are attentive to details and always helpful. It offers the most consistent service across all staff as compared to other hotels :)"
Excellent Service!,Date of stay: March 2022,50,"From the beginning at the concierge, to the reception, f&b and then the room, we have 1 word to describe our stay as, “PERFECT”! The service were top notched ! Thank you for the excellent service rendered by your smiley Mr Mohammad Hafiz from the concierge. His friendliness & warmth service have made us feel so welcome! Over at the Reception, Ms. Tomoko assisted us with the fast check in and then escorted us all the way to our room, she made us feel like we were one of their VIP. We had our afternoon tea at the Courtyard Restaurant & were served by your professional staff Mr. Fabian. He explained everything about the tea, sandwiches and pastries that he served us! All your staff are an assets! The room is clean and well maintained! Room assigned to us has the best view! Overall, it’s worth every penny! It’s the service that will make us return back again. We will definitely share this great experience with our families and friends! Thank you The Fullerton Hotel Singapore! Keep it up! 🌟"
Amazing Stay at the Fullerton,Date of stay: December 2021,50,"Just speechlessly good. Food was amazing, the room was comfortable equipped with smart TV and speaker. Friendly staffs that makes me want to go back again and again, always looking forward to visiting Fullerton hotel - regardless for just a meal or for a stay."
Jade Restraunt + Hotel,Date of stay: February 2022,50,"Wonderful staff from Jade Restaurant, ensuring that our wedding solemnisation goes smoothly. Special thanks to the hotel for allowing us to have the privilege for early check in. Will definitely come back again!"
First time experience to stay in this hotel,Date of stay: February 2022,30,The overall of my stay was good except for cleanliness of room due to allergy to dust. I hope that they will improve on that and I hope to have better impression on my stay if I have the chance to visit them again.
Overall great experience.,Date of stay: February 2022,50,Staycation cum birthday celebration for wife. Was a great stay. Room was big and clean. The in room service was fast and staff attended to request immediately even late into the night. Check out was fast and hassle free.
Unforgettable and sweetest experience.,Date of stay: March 2022,50,Honestly this is One of the best high tea experience in Singapore. Me and my friend tried to walk-in as we are looking for a place to relax and have a tea. Thank you for the warm welcome Mr. Lila and amazing service of Mr. John & Mr. Albert. ❤️❤️ Will definitely come back and recommend with my friends. Oh don’t forget got a cute and sweet souvenir of pic of us as it’s my friends farewell too.
A memorable stay and excellent service provided by the Fullerton Hotel!,Date of stay: February 2022,50,"We celebrated our 25th Wedding Anniversary at the Fullerton Hotel in a Palladian Suite which comes with all The Straits Club’s Benefits. It was a wonderful experience for us. All the staff were very professional and made us feel really welcome. We would like to thank the room division manager, Ms Rhea Decolongon for her help during our stay and granting our requests.  We would also like to thank the team in The Straits Club especially Crystal, Nicholas, Paolo and Zep for their excellent service that they have provided to us during our stay. They are very friendly, helpful and professional. We are thankful that they have made our stay a memorable one. Well done and keep up the great service!"
Staycation with family,Date of stay: February 2022,40,"Service is relatively good. Club lounge is fantastic. Food selection have got a wide variety. Checking out service could have done better. The rooms are comfortable, and clean. Service at the town restaurant can be improved."
Great stay!,Date of stay: February 2022,50,"The room was spacious yet cosy, the bathtub was a good size as well. Service was great! Overall it was a good stay :) the staff were very responsive and accommodating. Thank you! Would recommend to friends for sure."
spring a surprise,Date of stay: February 2022,50,Fullerton like to spring a surprise every time i visit the property and the latest stay was no different. This is the defining feature that sets it apart from the other properties in town. Highly recommended if you like the serendipity of travel but can't quite travel yet. This is as good as it gets
Good stay,Date of stay: February 2022,50,"Pleasant Stay and experience. was serviced by front staff Claudia that assisted with my check in. She ensured that everything was met for, including my special request for early breakfast. Hotel is clean and located at centralized area."
Heritage room with City view,Date of stay: February 2022,40,"Spacious, clean, grand, comfortable. Has auto bidet, coffee machine, 55"" tv, auto blinds, rainshower, bathtub. TV has moving mount, for shifting of angle. Uses ATKINSON soap/shampoo, very fragrant and pleasant."
Very Very Disappointing,Date of stay: February 2022,20,"We booked a 3 day stay at what was a 5 star hotel, the Fullerton. Not any more. On arriving we were told that each room had only 1 hr. allocation to the pool & that hour had to be booked. Room service would be delivered to the door & all drinks served in plastic cups. The Breakfast was not only terribly limited but had been sitting in bae marries for what seemed hours. The scrambled eggs dry & the coffee cold. Annie at reception was the only saving grace in what was a terrible & expensive experience We stayed 1 night and went to Capella, what a difference."
Good & Clean hotel,Date of stay: February 2022,50,"It is a heritage hotel so one can expect the rooms to be quite different even though it is in the same category. I was given a much bigger from on my first stay last year, but a very much smaller room this time. Check in was considered smooth on a Saturday. I enjoyed the ala carte buffet breakfast. Thank you Fullerton and team for a comfortable stay once again."
Ideal spot for a quiet stay,Date of stay: February 2022,40,"Perfect iconic place for a staycation, amazed by the sound-proof & design of the room, love how the showering area is separated from the toilet. Entire hotel is grant and clean, not much extra-mile services was required."
A truly memorable birthday celebration experience!,Date of stay: February 2022,50,"Stayed for 2 nights in a room with river view. Room was spacious and quiet. Friendly staff at check-in counter. Birthday package was great; lovely fresh bouquet of roses, nice bottle of champagne, cute teddy bear and a delicious chocolate cake which was too big for two."
Had a good staycation,Date of stay: February 2022,40,"Room was clean and quiet. Good view of the surrounding central district. Bathtub is large. A pity the ceiling lights could not be selectively switched on, I'm just looking for a drink at the bar counter and have to lit up the whole room."
Great one night stay,Date of stay: February 2022,50,"Friendly staff with great service. Very clean and spacious room. Able to book timeslots for pool, gym, etc virtually (so need not waste time calling up reception etc). The laksa offered in the breakfast menu was good."
A pleasant stay,Date of stay: February 2022,40,Well maintained hotel even though there is still room for improvements.  Hotel staff are friendly and also quick to respond to requests.  Love the feel of the hotel and the air-conditioning is amazinglu cold at all times unlike some hotels that felt really stuffy and warm.
Pretty good staycation,Date of stay: February 2022,40,"The staycation with them was pretty good except that the bedding was unsuitable for me. It's too soft for me, so it caused me backaches (and I realised this way too late). Dining experience was good, the staff were all super nice and friendly, and the food was generally good."
Great hotel living up to its name.,Date of stay: February 2022,50,"Wonderful hotel in an extremely convenient location. Clean, great service, bed quality, especially baby cot definitely can be improved as my baby didn’t have a good night’s sleep. Adult’s bed is not too bad. Breakfast service is top notch, food quality can be improved :). Overall extremely satisfied."
My First Staycay,Date of stay: February 2022,40,"My first staycay. I booked it solo for my birthday. Didn’t get to enjoy the facilities much expect on the very last day which is swimming. As I’ve been occupied for the past 2 days. Thought at least get a wish from the hotel but none:’( haha. It’s alright. Overall, it’s a decent stay to escape from the outside world."
Excellent Experience,Date of stay: February 2022,50,"We had a 5 star experience staying in this hotel. Will surely stay in the same hotel the next time I visit Singapore. The check-in process was smooth, staff was helpful, rooms were as clean as expected, view was amazing. The location is just amazing."
Comfortable Stay,Date of stay: February 2022,50,The stay was comfortable and staff were friendly. Enjoyed the view and food options there. Will recommend for solo staycaytion or with small group of friends. The booking facilities and housekeeping service were efficient. The stay was easy and in the room entertainment was amazing
Amazing stay!!,Date of stay: February 2022,50,Such an amazing hotel and the customer service makes it stand out by far. Would revisit again and recommend to friends.  Even during covid restrictions the staff were so helpful and accommodating (especially during arrival and departure).
"The room is excellent, but the breakfast could not make it",Date of stay: February 2022,40,"The room is excellent, and the check-in is fast and good service, the whole experience of the stay is good, but just the minor thing is the breakfast food. I can taste the dim sum taste like frozen food same goes for the sausage. The sausage texture does not taste the same I had at the cafe. The bacon is hard, not crunchy, the scrambled egg does not taste nice, and the coffee is bad. Maybe when the food arrived not that warm anymore."
