TITLE,DATE,RATING,REVIEW 
My husband and I had a 4 day stay here.,Date of stay: June 2016,30,"The hotel room was neat and cleaned daily. However, there was no tea/coffee facilities. Our view from the 7th floor was amazing. The breakfast was sufficient. This hotel is situated close to Orchard Road, which is the main road, that leads to everything. Shopping is amazing along Orchard Road."
"Very good hotel, great location",Date of stay: February 2016,40,"The hotel offers very good facilities and is very centrally located, especially if you are interested in shopping. But even the main attractions are all very nearby. It has a beautiful swimming pool on the roof and a good, but more expensive restaurant..."
Comfortable Stay,Date of stay: April 2016,40,"My stay in this hotel was very comfortable. The size of the room was comfortable and was clean. The room rates are reasonable and the staff is helpful and efficient. I was given a room with a nice view. The location of the hotel is excellent on Orchard Road. The malls, metro, restaurants are all close by. So there are no problem for commuting, eating or shopping."
Everything is average,Date of stay: July 2016,30,"The only thing i like this hotel is it situates nearby Orchard road, very convenience to shopping area and MRT. Apart from that, this hotel is just so-so if you are not expecting too much. My room has not been cleaned when i backed to the hotel before 4pm at least twice. Simple and average breakfast. A lot of group tours that cause the lobby over-crowded. Service is slow in general.."
Worst Hotel we have ever stayed at.,Date of stay: July 2016,10,"We arrive late on the 22/07/2016 and as a part of a Singapore Airlines package we were taken to Hotel Chancellor at Orchard. Looked OK from the outside and that is where it finished. When we got to our room one of the beds had been used and had not been made up. As a couple been given a twin room this was not good on top of the other issue. As we had arrived with friends we went straight to see them. We were not happy with the standard of this property so we when down to reception and under sufferance both given new rooms they where not much better. We stay the night but after seeing more alarming issues like our bathroom being flooded by the toilet, skirting's falling off, live wiring under the beside cabinets terminated in strip connectors, very poor housekeeping standards, marks over all the walls in the room and everywhere you looked. We went back to reception to discuss the matters and we where told the maintenance man would come and fix the toilet. This was being marketed as a nearly new property but found out it had had a very poor standard refurbish about a year ago. Shame on you Singapore Airlines using this rubbish accommodation shame on you Hotel Chancellor at Orchard for thinking this is OK. We at this stage called our Travel agent and told him to find a decedent Hotel. We had a Hotel Security man sent to see us to discuss our issues and were then called by the Hotel Manager offering a better room (over the phone) what a great way to deal with issues.This was really not as good as a new backpackers that we looked at in Cambodia. This is a very poor standard property and we were only there because of Singapore Airlines. We had not looked hard at this property because it was part of the Singapore Airlines package. Never stay at this property!!!!! This nearly put us off Singapore but finished our stay at Jen Hotel Tanglin which was great."
Looks good on the surface but there are problems,Date of stay: July 2016,20,"Convenient location and the room was comfortable and modern but I struggled to get toilet paper (none at all in the room when I arrived and only part rolls supplied on request) and wet towels replaced. The lobby is also incredibly noisy and makes it difficult to communicate with the reception staff. Be very cautious about handing over the supposedly refundable $50.00 that is requested on arrival. I unwisely handed it over in cash and was not given a receipt. When I asked about the refund on checking out it had never been recorded as being paid and supervisory staff became very defensive when I tried to resolve this, without success. I would not use this hotel again."
Comfortable and Convenient Location,Date of stay: July 2016,40,This hotel was very clean and comfortable. I thought the room was a good size and we got an excellent deal on it. I really appreciate that they offer a water filter instead of bottled water in the room. The bathroom was spacious.
Mohsin,Date of stay: July 2016,30,Good location Friendly staff Clean and best hotel to stay and best rates I think quick response to your query metro transit is near eating area malls are near and what do you want your are at orchard road
Average hotel in Orchard vicinity,Date of stay: June 2016,30,"Stayed 3N in June 2016.  Pros: 1. Location is near Somerset and Dhoby Ghaut stations 2. My room was spacious, and quiet for the 3 nights (high floor) 3. Drinking water filter in room 4. I was able to check in/out in minutes  Cons: 1. Average cleanliness 2. Lobby can get noisy/crowded when the group tours check in/out"
BAD TIMING,Date of stay: July 2016,20,"I did not realize that I was arriving during a major Singapore holiday. The Hotel rates were outrageous! Due to the high room rates, I was compelled to share a tiny room with twin beds. There was barely room for the luggage. The restaurants also raised their rates. This is my last trip to Singapore."
"Convenient, if nothing much else",Date of stay: December 2015,30,"We stayed at this hotel for 5 days in December 2015 (I know I know the review is late). The hotel is situated at the commencement of the famous Orchard road and this thus very convenient. MRT stations are walking distance adding to the convenience factor. The hotel itself is pretty average. On the plus side, it is modern and clean and the rooms have all the necessary facilities. On the negative side, the rooms are tiny, the staff is unfriendly, bordering on rude, and the breakfast buffet sucks. What you do get I suppose for the price you pay is for a reasonably comfortable place to rest your head at the end of a long touristy day. Skip the breakfast."
Disappointed Experiences,Date of stay: July 2016,20,"If you are looking for just a place to drop your bags and a bed to sleep in than this is fine. Me and 2 of my friends booked this hotel because it was highly recommended due to it being 4 stars.  However we were very disappointed and here is why :  1) The Bell Hopper person took our luggage up stairs and just stand in our room randomly waiting for tips when it actually should be part of their services. He didn't even help us get a taxi to the airport!  2) There isn't enough space for us (3ppl) to move around in, and that includes not enough space for our luggages.  3) The air condition can only go down to 22 degrees not any lower! The maintenance staff couldn't give me a answer as too why!  4) No spoons or folks in the draw so you have to get some yourself  5) There no bathrobes or slippers when there suppose to be.  6) Cleaning was average, we stayed for 7days, and not once did they changed the bed sheets. It not very hygienic! This make me question their cleaning method  Overall, I wouldn't go back to this hotel again. Definitely the one in New Zealand offered a better services."
Do not spend any night at all at this hotel,Date of stay: July 2016,10,"Considered yourself warned. 1) Very hostile, unfriendly and unhelpful front staff. They give you very standard common sense responses to every query you asked, and no solution provided. They just left you hanging there, to just deal with it. 2) The room is small (bearable considering SG is a small country). But what made it worse is the bad noise insulation...between rooms and the corridors. Every conversation at above whisper level will be heard, every footsteps too. The most dreadful part is the pub music in the middle of the night! Boom boom boom till u can't even get a shut eye, even on the higher floor. Hence what's the point paying for hotel when you can even have a good night of sleep. When you speak to the front desk, their response was ""yes, because we are in the city, bound to have noise. Sorry, can't change your room because our hotel is fully booked'. It's surprising that such lousy hotel is fully booked! I guess it's booked mainly by huge commercial tour groups on budget.  Bad bad bad, avoid at all cost."
Average Hotel @ star category,Date of stay: May 2016,30,"Check in is always difficult at this hotel, takes a lot of time. Rooms are ok, not anything impressive. is only good if you get at cheap rates and have no biggi expectations from hotel. location is convenient. there are good places outside where you can eat or relax."
family holidays in Singapore - Average,Date of stay: June 2016,30,"it was a family holiday during summer vacations. The hotel was booked by tour operator Tourland but nothing special in the hotel. Inexpert staff boring , sad and dry. Normal check in. breakfast average . far away from all major attractions of the city.Rooms are also small in size, average cleanliness , lobby also non - impressive.Average toiletry. pool is also average."
Decent for the price,Date of stay: June 2016,40,I had to find accommodation in singapore for 2 days and after a Internet search decided to stay here... the main advantage of the hotel is the location.. very central to all the shopping areas.. most are walking distance.. The room was relatively spacious and had all what u need.. and WiFi was free which was fabulous.. overall it was a very pleasant stay..and the staff was very nice.. highly recommend...
Ok for the price compared to other hotels in Singapore.,Date of stay: July 2016,30,"Everything is clean and looks new. Rooms are relatively small but clean. There is no mini bar (there is a fridge) and our hot water dispenser only output tepid water; far too cold to make coffee or tea. The pool is excellent. Breakfast is basic but adequate. Location is not the easiest to find. This hotel is NOT on Orchard Rd, it is well hidden in an alley. However it IS reasonably central with MRT access about 450m away. The lobby is small and there are no amenities except a small market style stall with limited opening hours. If you are on a budget this is fine."
worst hospitality ever experienced,Date of stay: June 2016,10,"We had gone on 5D/4N trip to singapore with family (4 adults and one infant). After waiting for hours in their lobby they offered us twin bed (two seperate beds) rooms which is definitely unsafe when we are having one infant with us. On requesting/complaining they kept saying that queen beds are available only if available. Later the staff at desk started talking very rudely and asked for more money if we wanted to have rooms with queen size beds. Considering my situation in a foreign nation I ended up paying extra 94 S$ for each room. There were many vegetarians staying in the hotel, but offerings in breakfast were very limited and repeated all four days wihout any display whether its vegetarian or not. I would not recomment anyone to stay in this hotel. I felt that the enitre hotel staff had to take hospitality training. Worst experience at hight cost !"
loud dance music at 3.45 a.m,Date of stay: June 2016,10,"Cant belive i am on the 10th floor and cannot get a wink of sleep! The dance music has been playing since around 11am tonight, it us now 3.45 a,m and its not from another room, there is either a nearby club or this hotel has a club on one if the levels. There is no information in the room about how you can contact the front desk etc, jyst what you need after a very long u.k flight."
Grand Chancellor is not Grand,Date of stay: June 2016,30,"I stayed in Hotel Grand Chancellor with my family at Orchard for 5 days with great expectations. But,in reality, the situation was different. The restaurant was at 2nd floor with 2 big halls. Morning breakfast was from 7am to 9.30am which was complementary. But, to my surprise, the restaurant staff was cooperative but inadequate. They were unable to manage the huge crowd during breakfast. All the tables were full of eaten dishes & no clean up by staff. There was a shortage of forks, eating items,glasses, tissues, the list goes on. There was no staff for clean up & replenishment of the items. No sitting place found during peak period. Hence the experience was pathetic. Wi-fi is charged exorbitantly @ 9 SGD per day.Only first 50MB was free. There are some basic flaws in bathroom design. There is only half partition for shower which results in water spray across basin & mirror. No proper thinking is done to keep the towels at the right place. Food for veggies is a challenge & you get only veg platter @ 17 SGD . Overall only advantage to have location at Orchard or else not recommended for stay."
Disappointing,Date of stay: June 2016,10,"Good location? Yes. But receptionist and restaurant staff are rude. SMALL ROOM for TRIPLE BED. No toothbrush for a 4 STAR hotel,gave us only 2 towels for triple bed room,not clean enough,AC wasn't cool enough (we even slept without blanket at 20 degrees celcius),and only have a 100MB free wifi per booking transaction,NOT per day. And we stayed for 4 nights,100MB for 4 nights!!!! After that u have to pay. Also don't have many TV channel,no cartoon channel for my daughter. And SAME BREAKFAST EVERYDAY with NOT MUCH OPTIONS. I never stayed in a same hotel in 1 destination,i always try different hotel everytime i visit same destination,and this one isn't recommended at all. (Stayed from june 20th 2016 until june 24th 2016)"
Worst experience,Date of stay: October 2015,10,"Not even a one star. Worst hotel you can come across my stay in this hotel was pathetic. We took 4 rooms as we were 8 ppl all the rooms in different floor thats quite amazing, total wastage of money. Food is pathetic hotel service is pathetic they should be rated a big zero star hotel.. Staffs are very rude.. I would not recommend this hotel to anyone.."
Hotel area,Date of stay: June 2016,50,"Hotel area very good and closed with bus station and M R T station , good area and love it  hotel very clear and everyone in hotel very nice and Maid very good to service too  i love this hotel and will back again :D"
Good Hotel to Stay,Date of stay: May 2016,40,Very good location. Just off Orchard Road. Rooms relatively small but Ok by Singapore standards. Breakfast venue gets very crowded during season and it takes serious effort to find seating space. Many tour operators patronize this hotel and that is the reason for the rush in the dining area. There is a 7-11 store nearby to pick up essentials. Good hot -cold drinking water arrangement equipment provided in the room.
Very bad service,Date of stay: May 2016,10,"We stayed at this hotel for 3 days 2 night. The service was worse, the room didnt clean since we found some rubish at the same place since the first day we stayed. Restaurant service is the worsed, we went there the staff didnt help when we were asking about coffee, no smile, and they stand in front of the restaurant door like security. This hotel maybe have good location as near orchad road but i will not recomend to the family traveller."
DO NOT STAY HERE ! Terrible Place,Date of stay: May 2016,10,"Do NOT stay here. You are wasting your Money ! The food will make you sick. The hotel is so UGLY ! The rooms are tiny... sooooo Tiny !  They will give you a room with 2 tiny single beds. This is a ONE STAR Hotel at best !!  We asked ""Benny"", the manager to allow us to check out a couple of days early and he refused, without reason.  The hotel staff are idiots. They didn't even have us registered after staying one night !  It is a Terrible Terrible hotel and a waste of ANY of your money.  Do Not Stay HERE !!"
Nice Hotel But Poor Facilities,Date of stay: May 2016,20,"Hotel is very well furnished and clean but rooms are too small, No services at all... We have to take our luggage by ourselves to our room.... it took too much time for check in and check out.... Hotel had swimming pool but no other facilities...we even have to take towels from your room..."
totally wastage of money & time too,Date of stay: May 2016,10,the hotel rooms & aminitiies are as poor as 1 star rated hotel. & the breakfast presentation is also not as expected..... & the wifi the written free on booking & give only 100 mb for even our 3 days stay
good value for location,Date of stay: May 2016,40,"booked this hotel for a birthday staycation for 3d2n. room is very clean and tidy when checking in, have no issue with the room size. the only bad thing is that the hotel room bathtub is a little slippery. staff is very friendly and helpful, was checking in by a chinese manager. overall a very good stay"
"Wonderful helpful staff, great location",Date of stay: April 2016,40,"Clean, functional room, close to great pubs, restaurants and shopping, only a $12 to $20 cab ride to go to Singapore Zoo or Sentosa Island. Staff very knowledgeable, obliging and helpful. Breakfast daily is plentiful with lots of choice"
One nights stay,Date of stay: May 2016,30,"Stayed one night at Hotel Chancellor @ Orchard. We are a family of 4, with two young boys of 6 and 7. The excellent: - Location; just off Orchard Road. The good: - Both late checkin 1 am and subsequent late checkout 2 pm was very flexible. - the buffet breakfast was plentiful and a satisfactory in choice, although not very extensive. We were all very happy. The not so good: - Room was booked for us through Booking.com by family, but when we arrived we were charged, as the booking payment was rejected as Amex was not accepted by the hotel; a little bit of a shock. - Very small room for 4 people; no extra space with double/queen and a single beds, but clean. - Pretty much left to manage our 2 large suitcases and 4 mid-size bags on entry and exit; not that we were too bothered.  In summary, quite a basic offering for around S$240 a night, but satisfactory and a great location."
All about location location,Date of stay: May 2016,40,"We found this hotel in a very good location for shopping eating and nightlife. Was easy to get a taxi to where ever you wanted to go. The front Desk service is very good, and the staff are very friendly. We had a twin room that was of a reasonable size,but a big problem was that there is no storage place for more than one suitcase and only hanging space in a small wardrobe no cupboards,so we lived out of our suitcases for the five nights. As this is an environment conscious hotel the cleaning was too a minimum our room was never vacuumed while we were there,and we picked up any rubbish on the floor The Breakfast that was provided with our booking was quite a good assortment of different foods.The one problem we did encounter was the rude guest on tours staying at this hotel and believe me there were lots everyday,thankfully they had a separate breakfast area. Would I stay there again ? Yes maybe at a different time of the year would be better and if we could get a room with some cupboard storage"
Take your chances @ the Chancellor,Date of stay: May 2016,20,"Very disappointing stay at what turned out to be a 3rd rate hotel with delusions of grandeur. I'll start with the good - Location, WiFi & the view over the park from our 10th floor room were great. The Bad - In our 5 night stay, the carpets in our room & the hallway were not vacuumed once.Strong smell of mildew in the room, so bad we actually bought an air freshener. Nothing in the fridge, not even a bottle of water. No cupboard or draw space for our clothes, we literally had to live out of our suitcases. Only 2 spare coathangers. Only 1 bedside table. Only 1 coffee cup provided. The Breakfast buffet was part of our deal. WORST.BREAKFAST.EVER. the only edible things were the toast & the stale cereal with room temperature milk. We did not want to risk food poisoning with the so called hot food. The small lobby was always full of Indian or Chinese tour groups making it hard to get to & from the elevators & you wouldn't let your dog sit on the seats in there either. I could go on & on but if you're still reading this & still decide to stay here... well, don't say I didn't warn ya."
Good if you don't need Wifi,Date of stay: May 2016,40,"PROS :  + Check-In & Check-Out proses is quite fast, despite seemingly only two persons working at one time  + Place is considerably close to the heart of Orchard (Nge Ann City), around 15-20 mins walk.  + Quite Close to Somerset MRT, around 7-10 mins walk  + Quite a bargain for 4 stars hotel (in Orchard area that is)  + Two Mode Shower, the usual spray and the ceiling rain.  + Non Refillable Soap Dispenser, means unlimited hygenic liquid soap. (But might be cons, if you like to keep hotel's soap bottle as souvenir.)  + They got built in Drinking Water Filter, with Cold, Normal and Hot (with safety lock), which practically remove the unsavoury taste of tap water.  Since i cant stand the taste of tap water, i actually always bought bottles of water whenever i stay at Singapore, except at this hotel ! Which is very very awesome.  Saving a lot of energy to haul bottled water, times and obviously money too.  CONS :  - The place is rather secluded, all the taxis I rides on, don't have the clue where the hotel is. In part maybe because it mentioned located at 28 Cavenagh Road, eventhough the main entrance is via Kramat Lane. (Maybe because ""Kramat"" doesnt sound too nice in the first place, it's malay for ""supernatural"")  - The worst thing beside the secluded place and misleading road's name, is ... the Internet / Wifi !!! Well you wouldn't expect a hotel in Singapore, whose country are typically ranked one of the countries faster Internet connection merely give quota 100 MB at 1Mbps (Capped up & down speed)  Unlimited capped 10mbps is a better sense.  - Breakfast quality are decent, but need a bit more variety though. People who stay more than 3 days, probably can't stand the same items. (ps: they're all continental breakfast, except for the steamed buns)  - Room is clean, but some of component installed in room is not all top grade one, for example : # found a lamp switch didnt work # it's very slow to refill the toilet tanks and it's often leaking # no secure lock for discreet opening the door (meaning you can't open the door, without safely prevents stranger from breaking through in)  SPECIAL REMARKS : * Some other family members who had different room claim tbat their room significantly smaller than mine, eventhough it's supposed to be the same class. As confirmation they don't have the red high chair as in the picture.  But I didnt had chance to photograph it, because they did check out earlied than me.  * Also their room had no hair dryer like mine."
Good hotel for a short business trip,Date of stay: April 2016,40,"I stayed in this hotel for 2 nights in April 2016. Generally, it is acceptable. It is close to Orchard road where you can find lots of shops there. Room is small but clean and quiet. Breakfast is good with plenty of choices. They have a small souvenir shop in the hotel but little more expensive compare to Indian shop that is close."
Good stay!,Date of stay: December 2015,40,"Me and my family stayed at this hotel about long time ago which is last year, during Xmas.I love the location of the hotel, near to MRT and shopping mall.This hotel provide a comfort stay for us, and also the breakfast is good, we enjoyed the selection and quality.The front desk staff Avinisha was Very friendly and efficient staff, with her pleasant looking and smile. will stay again. :)"
Could not ask for better,Date of stay: May 2016,40,"Arrived from the airport at 9:30am, after an overnight flight. The friendly receptionist was very helpful, even writing down instructions, as the noise from tour groups in the lobby was over the top. I was given an upgraded room at no extra cost and was permitted to go straight to it at this early hour. I was also given a late check out time of 4:00pm on the day that I was leaving at no extra cost. Arriving at 7:00am for breakfast, with barely anyone else there, the staff were very helpful. The buffet had lots of variety. I could not fault it."
Was prepared for worst but pleasantly surprised,Date of stay: April 2016,50,"Ok...so had decided a Singapore Stopover was a good idea and from the list of hotels available (via Singapore Airlines package) I gave the agent our preference after reading reviews. TBH the Chancellor was not on that list, but as we needed two rooms, preferably connected, as we were travelling with our teenage daughters, we were told for our dates of travel this hotel was the only one suitable/available in our price range. Re-reading reviews did nothing to alleviate my fears so I informed family not to expect anything special.  Well, we seemed to have a completely different experience from others that have reviewed this hotel. Upon arriving after a 6am flight arrival, at around 8ish, Lisa at the front desk checked us in and informed us that fortunately our rooms were actually ready (was fully not expecting to access room until after 2pm) this was wonderful as after a 12+hr flight, no sleep and a migraine on my part, a lie down before exploring Singapore was just what we needed. I was also very pleased with our rooms, we obviously had refurbished ones as the facilities were modern and clean, no high bath or mildew smell, and bed was super comfortable. We had no issue with our room cards at all, used the roof top pool, and found all staff we encountered friendly and helpful. Granted, we had not included breakfast in our stay and did not use in house dining at all, but was only a short stroll to some great dining options. Overall our short stay (2 nights) in Singapore was an enjoyable experience, and I wouldnt hesitate to stay at the Chancellor again."
Great location with value for money,Date of stay: January 2016,30,"Hotel location is good. Near food outlets. The hotel has great location in Orchard, across from Somerset MRT Station (Mass Rapid Transit in Singapore, located under 313@Somerset Shopping Centre between Orchard Road and Somerset Road), and surrounded by food outlets and shopping districts.  Hotel is new but very simple decorated. Reception is friendly but needed to be trained English a little bit more.  Price of this hotel for a double bed was US$100 which was a good price for Orchard area hotel.  Hotel TV system lets you browse internet and we watched Youtube most of the time"
Very Disappointing,Date of stay: January 2016,20,"Stayed here in March 2016 on a trip of a lifetime to Australia. It was our first hotel of the journey and put a damper on the trip. We were very disappointed at the staff and found them sometimes down right rude. They were unorganised and didn't seem to know what was going on. Saw the Maitre de at the breakfast service clearly disgruntled with people who turned up for breakfast 15 minutes before service finished, and did not hesitate to show his irritation. Breakfast was awful, cold and very limited and half the pots were empty and not refilled. The room was in a disgusting state when we arrived with food all over the floor and plates left uncleared all over the tables. Reception was very shabby and there were not enough chairs for the amount of people who always seemed to be there. On a plus note the hotel was very convenient for the main shopping street and transport links, Think the management should have a good customer service training session!"
“Its so bad its funny...”,Date of stay: April 2016,10,"The earlier reviews are true in every respect. I will start with the only positives - hotel is 2 mins walking from MRT, and we stayed at orchard road,our room had aquaguard unlimited water. But its downhill from there...  Hotel had an overcrowded reception not because they were busy but because THERE WAS ALWAYS A PROBLEM. 1. Hotel had ancient ways ie,to see if the room is vacant staff use to run to the floors as they could not see it on the system you can the queue since for every booking they would rush 2. While doing my checkin 6 ppl came complaining room keys not working. 3. 1st hotel where dental kit and extra towels, room slippers were chargeable. 4. Extremely impolite staff with 0 hospitality especially the Manager Raymond never come across anything worse than this. 5. Let alone the early checkin we couldn't even get a room at 2 the checkin time while we were waiting since 7:30 in morning to checkin.  Yes - it is near to the MRT at orchard; but so are so many other hotels especially when you pay 190$ a night - they can't all be this bad. Seriously, do not do it; there are prisons that are luxurious by Chancellor Hotel standards.  And before you ask yourself, ""can it really be that bad?"" Trust me, yes it can."
"Great location, friendly team",Date of stay: April 2016,30,"This hotel is located within walking distance to Dhouby Gaut station and just down the Road from Singapura Plaza shopping centre. The reception was small and modern although very busy with tour groups shuffling in and out. We were checked in quickly by an efficient young man. We were not provided any information on local attractions, not that we asked. The room was a triple deluxe, small but adequate. We travelled with our adult son. The bathroom is very small and has a glass wall that has an opaque film covering it - but it is not very private when the light is on. There is a great water urn plumbed into the room - so you can get hot and cold filtered water anytime. Tea and coffee basics were available in the drawer. The lap pool on the top floor is very open, but a great relief in the very hot Singapore weather.  Breakfast was another experience all together. First morning we ate at 9 am. The place was in disarray as it appeared that bus loads of people had eaten and run and the three staff working in the dining room were completely overwhelmed. We asked for a table to be cleared so we could eat - which was done without an issue. The staff were restocking items that had run out - if there was anything missing we just asked and they got it for us. They were just extremely overworked and could have done with a couple of extra team members.  Next day we ate at 8am - all I can say is don't do it at this time - hoards of people grabbing at food like it was their last meal. Piling their plates ridiculously high. And stacking empty dishes wherever they could find a space. The poor staff could not keep up with the crowd. I would recommend eating later."
One big mess,Date of stay: April 2016,30,"Location wise this hotel is placed in a nice spot on Orchard. Its a new hotel about a year old and the rooms are clean and smart but tiny and they reminded me of budget hotel rooms in central London. The lobby is small with about 15 chairs and at any time during the day there are over 50 guests waiting to check in and there is plenty of luggage all over the place. They seem to have bulk deal arrangements and during my stay I found bus loads of students, cruise line crew (500 of them) all staying here and it was unbelievably noisy in the nights. Could not sleep as I could hear every word spoken in the corridor. The way breakfast is served is a good indication of the quality of service and attitude of most hotels. This hotel has a namesake breakfast buffet, the whole place is a mess and there is no one to clean the place up. If you are looking for an early check in, its not going to happen. Though check in is at 2 Pm the chances are you might get a room at 3 PM."
Overpriced and overrated,Date of stay: January 2016,30,We chose this hotel because it is close to the Orchard shopping centres and wanted to save... so we were punished for that. Penny wise and pound foolish. Briefly: Rooms are extremely small! Bathroom is really tiny!!! Miserable breakfast with hordes of people. Knee-deep swimming pool a the top without any service. Free wifi?! NO!!! Just 100Mb per person per stay!!!!  The only pro: It is new!
Great Location and Value for Money,Date of stay: March 2016,50,"First, Location - Orchard Road - What else do you want. Next to all the malls and shopping area just 150mts away from the hotel. - You have a Street food market next to the hotel, if you find Singapore expensive. 7/11 store right next door.  Second - Room - Small but good. Staff - Friendly Swimming Pool - Great and Food @ B/F was OK.  Negatives - -Public Area Washrooms at lobby needs to be cleaned. - No TV Channels at all - only 10 -15 Free to Air local channels.  But overall Good Value for money."
Good location and value,Date of stay: March 2016,40,"We found this hotel to be great value in a very expensive city. Stayed in a deluxe room. Room 1046. Very clean, nice crisp bedding, tea and coffee maker in room. Very quiet. Bathroom small only one person at a time but no problem. Shower over bath and quite high to step into but rails to hold onto. Toiletries provided. Position of hotel was perfect. There are outdoor eateries 50m from hotel cheap affordable street food. Close to MTR approx. 5 mins walk. Close to shopping malls. Taxi from airport cost $25SGD. Would like to make a special mention to Alvin on reception. He was very friendly and professional. Suggested things to do and places to eat. He always had a smile. There is a nice pool area on roof but did not use. There is just one criticism of this hotel and its the breakfast. The hot food provided was NOT hot. Sausages, eggs, and potatoes were all cold. The lids were never closed. There was a choice of cereal, fruit, yoghurt and toast and pastries and Asian food which was fine. We had breakfast included in the room rate but if had to pay extra would not recommend. Got there early first morning around 8 and very busy with tour groups and a bit chaotic. Second morning went around 9 and a lot quieter so would suggest that a better option. If the hotel could improve their breakfasts this hotel could be perfect. Having said that I would highly recommend anyone staying here for value and position. If travelling to Malaysia by bus the bus stop is just opposite the hotel one of the reasons we booked it."
"Good location and free water, but bad breakfast choices",Date of stay: December 2015,30,"We booked on this hotel because we find it accessible to any shopping center and cheap restaurant. I got no problem with this hotel except for the choices of food in their menus. Everyday they have same menu to the point we did not eat there at all. Great hotel facilities and most of all free water! oh by the way, internet connection is great!!"
Good location but ...,Date of stay: April 2016,30,Booked a twin room but on arrival told only a double room available. My friend and I were asked if we mind sharing a bed. Also told there was no wifi included. Friends we travelled with had their room upgraded and free wifi included. Need to take care when accessing the shower as the side of the bath is quite high - slipped when stepping in and have a large bruise on the side of my knee!
"Very disappointing stay, Stupid breakfast Menu",Date of stay: March 2016,20,"To start with no exhaust in the washroom ,plus no lock system for washrooms. No room service , whatsoever . Breakfast menu very very limited ,they don't consider cooking anything but their stupid Singapore food😤(just guessing if that was Singapore food or what else ). But Indians Beware ... You will Have to live on eggs and bread and some fruits . And not to forget , these people don't have any English channels whatsoever not even news channels . Very disappointing stay ."
Absolute Chaos - Well Located,Date of stay: March 2016,40,I have stayed at many of the Chancellor hotels throughout Asia/Australia and they are always a simple and comfortable hotel. This was no exception. It is a new hotel and as such was very clean - I was upgraded to a Executive room which was nice but nothing special.  They need to do something about their systems though. The hotel was absolutely full - there were two coachloads arrived as I tried to check in. Then at breakfast the queue took 40 minutes to even reach the buffet and it was fairly ordinary with a lot of the food run out - and I thought I got there early at 7:15.  Internet reception was good.  This experience will not change me from my favourite hotel. I only stayed here because that is where my client booked me.
Disappointing,Date of stay: March 2016,30,"Stayed 2 nights from 3rd March. Friendly reception although command of English basic. Very little assistance with tourist information. Our room was comfortable but bathroom mouldy. Location a positive and some decent eating places amongst expensive shopping area. Breakfast the next day was a HUGE disappointment. Cramped dining room, the minimal amount of western food being offered was all taken and when I found someone to ask for more supplies, I was rudely waved away. Eventually chose toast. Breakfast was included in room charge, next morning as we were heading for airport at 0630, BAD LUCK, dining room opens at 0700"
Location location & location,Date of stay: March 2016,40,"Excellent location, friendly staff not a great restaurant manager with his attitude. Truly exists based on its location wifi and staff. Small rooms but functional. Great idea of hot and cold water inside the room for drinking. Five nights stay was comfortable except some smell is out when u enter the room and it subsides during the stay. Restaurants, malls, night clubs ,mrt enough around to move around without any help or taxi.  Early checkin on request is advantage for travellers from india."
Hotel is not so good but not so bad.,Date of stay: March 2016,30,"We have booked the hotel via Ensogo website and stayed from 5-8 March 2016. Hotel is not big than we think at first , but it's location is good which it near Orchard road. It is not far from MRT station. We impressed on front desk staff that help us on this trip, his name is Gabriel. Just wanna say thank you for his hospitality service mind. That's all !!"
It was a good choice,Date of stay: March 2016,40,we stayed in chancellor@orchard from 3rd March to 8th March. The main reason for choosing this hotel was its location... orchard road. other than that nothing is especial here. I dont like their breakfast menu And ohh... the grumpy stuffs!!!!
Misleading consumers by booking.com,Date of stay: June 2015,10,"I made a reservation back on 6th June 2015 from India through booking.com for a three nights stay at Hotel Chancellor@Orchard Singapore . I was extremely disappointed in my stay at the hotel , where I had gone for a family vocation. This was my first time visiting this hotel, on arrival the front desk people were extremely rude . They have very poor customer service etiquettes. We had booked a four star hotel as said by booking.com but to my surprise it was no less than a two or three star hotel. The rooms were too small and the washroom door did not even had a lock with poor room service. We compliant to booking.com again and again but was of no help,unfortunetly my daughter fell ill . So there was not much we could do at that time . We felt cheated by booking.com as they gave wrong grading to the hotel which even the hotel staff agreed too. I would want everyone to be very careful before making any bookings throughbooking.com. CONSUMERS BEWARE !!!! This company is fraud. If no action is taken by booking.com than this review would be circulated to all travel potals and social networking sites before the holiday season starts in India."
Comfortable short stay,Date of stay: February 2016,40,"Overnighted in this hotel on my way to Sulawesi for business. Was suitably impressed by the recent rebuild that includes updated decor. My room was clean and the friendliness of the desk staff needs a mention.  The hotel appears to be one used predominantly by regional tourists (especially small tourist groups) and the occasional business person. The lobby area is relatively small with comfortable, but basic seating. My room wasn't ready when I arrived (landed at 0625). Unfortunately, there is no business centre, so I wasn't able to fill the time between arrival and occupying my room somewhere more appropriate. There is a rooftop pool that looked inviting, but didn't use. There is a guest laundry.  My room was clean with a modern angular edge to the design. The bed was very comfortable - an important feature of an acceptable hotel in my books. The bathroom was small, but clean and adequate. My room was very quiet. A feature is the hot/cold water dispenser - the water is filtered and safe to drink and via a tap of a button you room temperature or cold water for drinking, to hot water for the tea and coffee provided. Better than messy electric kettles and the sometimes challenging contortions needed to fill these from the bathroom sink.  The location is a street back from Orchard Road with its restaurants, eating areas and shopping centres.  All in all I would recommend this for short stays where you don't want to spend up big on accommodation."
