,TITLE,DATE,RATING,REVIEW
378,everything average,2016 - 07,3,thing like hotel situate nearby orchard road convenience shopping area mrt apart hotel soso expect much room clean back hotel 4 pm least twice simple average breakfast lot group tour cause lobby overcrowded service slow general
379,bad hotel ever stay,2016 - 07,1,arrive late 22072016 part singapore airline package take hotel chancellor orchard look ok outside finished get room one bed use make couple give twin room good top issue arrive friend go straight see happy standard property reception sufferance give new room much well stay night see alarming issue like bathroom flood toilet skirt fall live wiring beside cabinet terminate strip connector poor housekeeping standard mark wall room everywhere look go back reception discuss matter tell maintenance man would come fix toilet market nearly new property find poor standard refurbish year ago shame singapore airline use rubbish accommodation shame hotel chancellor orchard thinking ok stage call travel agent tell find decedent hotel hotel security man send see discuss issue call hotel manager offer well room phone great way deal issuesthis really good new backpacker look cambodia poor standard property singapore airline look hard property part singapore airline package never stay property nearly put singapore finish stay jen hotel tanglin great
380,look good surface problem,2016 - 07,2,convenient location room comfortable modern struggled get toilet paper none room arrive part roll supply request wet towel replace lobby also incredibly noisy make difficult communicate reception staff cautious handing supposedly refundable 5000 request arrival unwisely hand cash give receipt ask refund checking never record pay supervisory staff become defensive try resolve without success would use hotel
381,comfortable convenient location,2016 - 07,4,hotel clean comfortable thought room good size get excellent deal really appreciate offer water filter instead bottled water room bathroom spacious
382,mohsin,2016 - 07,3,good location friendly staff clean good hotel stay good rate think quick response query metro transit near eat area mall near want orchard road
383,average hotel orchard vicinity,2016 - 06,3,stay 3n june 2016 pro 1 location near somerset dhoby ghaut station 2 room spacious quiet 3 night high floor 3 drinking water filter room 4 able check inout minute con 1 average cleanliness 2 lobby get noisycrowded group tour check inout
384,bad timing,2016 - 07,2,realize arrive major singapore holiday hotel rate outrageous due high room rate compel share tiny room twin bed barely room luggage restaurant also raise rate last trip singapore
385,convenient nothing much else,2015 - 12,3,stay hotel 5 day december 2015 know know review late hotel situate commencement famous orchard road thus convenient mrt station walk distance add convenience factor hotel pretty average plus side modern clean room necessary facility negative side room tiny staff unfriendly border rude breakfast buffet suck get suppose price pay reasonably comfortable place rest head end long touristy day skip breakfast
386,disappointed experience,2016 - 07,2,look place drop bag bed sleep fine 2 friend book hotel highly recommend due 4 star however disappoint 1 bell hopper person take luggage stair stand room randomly wait tip actually part service even help get taxi airport 2 enough space 3ppl move around include enough space luggage 3 air condition go 22 degree low maintenance staff could give answer 4 spoon folk draw get 5 bathrobe slipper suppose 6 cleaning average stay 7days change bed sheet hygienic make question cleaning method overall would go back hotel definitely one new zealand offer well service
387,spend night hotel,2016 - 07,1,consider warn 1 hostile unfriendly unhelpful front staff give standard common sense response every query ask solution provide leave hang deal 2 room small bearable consider sg small country make bad bad noise insulationbetween room corridor every conversation whisper level hear every footstep dreadful part pub music middle night boom boom boom till u even get shut eye even high floor hence point pay hotel even good night sleep speak front desk response yes city bind noise sorry change room hotel fully book surprising lousy hotel fully book guess book mainly huge commercial tour group budget bad bad bad avoid cost
388,average hotel star category,2016 - 05,3,check always difficult hotel take lot time room ok anything impressive good get cheap rate biggi expectation hotel location convenient good place outside eat relax
389,family holiday singapore average,2016 - 06,3,family holiday summer vacation hotel book tour operator tourland nothing special hotel inexpert staff boring sad dry normal check breakfast average far away major attraction cityroom also small size average cleanliness lobby also non impressiveaverage toiletry pool also average
390,decent price,2016 - 06,4,find accommodation singapore 2 day internet search decide stay main advantage hotel location central shopping area walk distance room relatively spacious u need wifi free fabulous overall pleasant stayand staff nice highly recommend
391,ok price compare hotel singapore,2016 - 07,3,everything clean look new room relatively small clean mini bar fridge hot water dispenser output tepid water far cold make coffee tea pool excellent breakfast basic adequate location easiest find hotel orchard rd well hidden alley however reasonably central mrt access 450 away lobby small amenity except small market style stall limited opening hour budget fine
392,bad hospitality ever experienced,2016 - 06,1,go 5d4n trip singapore family 4 adult one infant wait hour lobby offer twin bed two seperate bed room definitely unsafe one infant requestingcomplaine keep say queen bed available available later staff desk start talk rudely ask money want room queen size bed consider situation foreign nation end pay extra 94 room many vegetarian stay hotel offer breakfast limit repeat four day wihout display whether vegetarian would recomment anyone stay hotel feel enitre hotel staff take hospitality train bad experience hight cost
393,loud dance music 345,2016 - 06,1,belive 10th floor get wink sleep dance music play since around 11 tonight 345 another room either nearby club hotel club one level information room contact front desk etc jyst need long uk flight
394,grand chancellor grand,2016 - 06,3,stay hotel grand chancellor family orchard 5 day great expectation butin reality situation different restaurant 2nd floor 2 big hall morning breakfast 7 930am complementary surprise restaurant staff cooperative inadequate unable manage huge crowd breakfast table full eat dish clean staff shortage fork eat itemsglasse tissue list go staff clean replenishment item sit place find peak period hence experience pathetic wifi charge exorbitantly 9 sgd per dayonly first 50 mb free basic flaw bathroom design half partition shower result water spray across basin mirror proper thinking keep towel right place food veggie challenge get veg platter 17 sgd overall advantage location orchard else recommend stay
395,disappointing,2016 - 06,1,good location yes receptionist restaurant staff rude small room triple bed toothbrush 4 star hotelgave 2 towel triple bed roomnot clean enoughac cool enough even sleep without blanket 20 degree celciusand 100 mb free wifi per book transactionnot per day stay 4 nights100 mb 4 night u pay also many tv channelno cartoon channel daughter breakfast everyday much option never stay hotel 1 destinationi always try different hotel everytime visit destinationand one recommend stay june 20th 2016 june 24th 2016
396,bad experience,2015 - 10,1,even one star bad hotel come across stay hotel pathetic take 4 room 8 ppl room different floor quite amazing total wastage money food pathetic hotel service pathetic rate big zero star hotel staff rude would recommend hotel anyone
397,hotel area,2016 - 06,5,hotel area good close bus station r station good area love hotel clear everyone hotel nice maid good service love hotel back
398,good hotel stay,2016 - 05,4,good location orchard road room relatively small ok singapore standard breakfast venue get crowd season take serious effort find seat space many tour operator patronize hotel reason rush dining area 711 store nearby pick essential good hot cold drinking water arrangement equipment provide room
399,bad service,2016 - 05,1,stay hotel 3 day 2 night service bad room clean since find rubish place since first day stay restaurant service bad go staff help ask coffee smile stand front restaurant door like security hotel maybe good location near orchad road recomend family traveller
400,stay terrible place,2016 - 05,1,stay waste money food make sick hotel ugly room tiny sooooo tiny give room 2 tiny single bed one star hotel well ask benny manager allow check couple day early refuse without reason hotel staff idiot even register stay one night terrible terrible hotel waste money stay
401,nice hotel poor facility,2016 - 05,2,hotel well furnish clean room small service take luggage room take much time check check hotel swimming pool facilitieswe even take towel room
402,totally wastage money time,2016 - 05,1,hotel room aminitiie poor 1 star rate hotel breakfast presentation also expect wifi write free booking give 100 mb even 3 day stay
403,good value location,2016 - 05,4,book hotel birthday staycation 3d2n room clean tidy checking issue room size bad thing hotel room bathtub little slippery staff friendly helpful check chinese manager overall good stay
404,wonderful helpful staff great location,2016 - 04,4,clean functional room close great pub restaurant shop 12 20 cab ride go singapore zoo sentosa island staff knowledgeable oblige helpful breakfast daily plentiful lot choice
405,one night stay,2016 - 05,3,stay one night hotel chancellor orchard family 4 two young boy 6 7 excellent location orchard road good late checkin 1 subsequent late checkout 2 pm flexible buffet breakfast plentiful satisfactory choice although extensive happy good room book bookingcom family arrive charge booking payment reject amex accept hotel little bit shock small room 4 people extra space doublequeen single bed clean pretty much left manage 2 large suitcase 4 midsize bag entry exit bother summary quite basic offering around s240 night satisfactory great location
406,location location,2016 - 05,4,find hotel good location shopping eat nightlife easy get taxi ever want go front desk service good staff friendly twin room reasonable sizebut big problem storage place one suitcase hang space small wardrobe cupboardsso live suitcase five night environment conscious hotel clean minimum room never vacuum thereand pick rubbish floor breakfast provide book quite good assortment different foodsthe one problem encounter rude guest tour stay hotel believe lot everydaythankfully separate breakfast area would stay yes maybe different time year would well could get room cupboard storage
407,take chance chancellor,2016 - 05,2,disappointing stay turn 3rd rate hotel delusion grandeur start good location wifi view park 10th floor room great bad 5 night stay carpet room hallway vacuum oncestrong smell mildew room bad actually buy air freshener nothing fridge even bottle water cupboard draw space clothe literally live suitcase 2 spare coathanger 1 bedside table 1 coffee cup provide breakfast buffet part deal worstbreakfastever edible thing toast stale cereal room temperature milk want risk food poison call hot food small lobby always full indian chinese tour group make hard get elevator would let dog sit seat either could go still read still decide stay well say warn ya
408,good need wifi,2016 - 05,4,pros checkin checkout prose quite fast despite seemingly two person work one time place considerably close heart orchard nge ann city around 1520 min walk quite close somerset mrt around 710 min walk quite bargain 4 star hotel orchard area two mode shower usual spray ceiling rain non refillable soap dispenser mean unlimited hygenic liquid soap might con like keep hotel soap bottle souvenir get build drink water filter cold normal hot safety lock practically remove unsavoury taste tap water since stand taste tap water actually always buy bottle water whenever stay singapore except hotel awesome saving lot energy haul bottled water time obviously money con place rather seclude taxis ride clue hotel part maybe mention locate 28 cavenagh road eventhough main entrance via kramat lane maybe kramat sound nice first place malay supernatural bad thing beside seclude place mislead road name internet wifi well would expect hotel singapore whose country typically rank one country fast internet connection merely give quota 100 mb 1mbps cap speed unlimited cap 10mbps well sense breakfast quality decent need bit variety though people stay 3 day probably stand item ps continental breakfast except steam bun room clean component instal room top grade one example find lamp switch work slow refill toilet tank often leak secure lock discreet opening door mean open door without safely prevent strange break special remark family member different room claim tbat room significantly small mine eventhough suppose class confirmation red high chair picture chance photograph check earlie also room hair dryer like mine
409,good hotel short business trip,2016 - 04,4,stay hotel 2 night april 2016 generally acceptable close orchard road find lot shop room small clean quiet breakfast good plenty choice small souvenir shop hotel little expensive compare indian shop close
410,good stay,2015 - 12,4,family stay hotel long time ago last year xmasi love location hotel near mrt shopping mallthis hotel provide comfort stay also breakfast good enjoy selection qualitythe front desk staff avinisha friendly efficient staff pleasant looking smile stay
411,could ask well,2016 - 05,4,arrive airport 930am overnight flight friendly receptionist helpful even write instruction noise tour group lobby top give upgrade room extra cost permit go straight early hour also give late check time 400pm day leave extra cost arrive 700am breakfast barely anyone else staff helpful buffet lot variety could fault
412,prepare bad pleasantly surprised,2016 - 04,5,okso decide singapore stopover good idea list hotel available via singapore airline package give agent preference read review tbh chancellor list need two room preferably connect travel teenage daughter tell date travel hotel one suitableavailable price range reread review nothing alleviate fear inform family expect anything special well seem completely different experience review hotel upon arrive 6 flight arrival around 8ish lisa front desk check inform fortunately room actually ready fully expect access room 2 pm wonderful 12hr flight sleep migraine part lie explore singapore need also please room obviously refurbish one facility modern clean high bath mildew smell bed super comfortable issue room card use roof top pool find staff encounter friendly helpful grant include breakfast stay use house dine short stroll great dining option overall short stay 2 night singapore enjoyable experience would hesitate stay chancellor
413,great location value money,2016 - 01,3,hotel location good near food outlet hotel great location orchard across somerset mrt station mass rapid transit singapore locate 313somerset shopping centre orchard road somerset road surround food outlet shopping district hotel new simple decorate reception friendly need train english little bit price hotel double bed us100 good price orchard area hotel hotel tv system let browse internet watch youtube time
414,disappointing,2016 - 01,2,stay march 2016 trip lifetime australia first hotel journey put damper trip disappoint staff find sometimes right rude unorganised seem know going see maitre de breakfast service clearly disgruntle people turn breakfast 15 minute service finish hesitate show irritation breakfast awful cold limit half pot empty refill room disgusting state arrive food floor plate leave uncleared table reception shabby enough chair amount people always seem plus note hotel convenient main shopping street transport link think management good customer service training session
415,bad funny,2016 - 04,1,early review true every respect start positive hotel 2 min walk mrt stay orchard roadour room aquaguard unlimited water downhill hotel overcrowded reception busy always problem 1 hotel ancient way ieto see room vacant staff use run floor could see system queue since every booking would rush 2 checkin 6 ppl come complain room key work 3 1st hotel dental kit extra towel room slipper chargeable 4 extremely impolite staff 0 hospitality especially manager raymond never come across anything bad 5 let alone early checkin could even get room 2 checkin time wait since 730 morning checkin yes near mrt orchard many hotel especially pay 190 night bad seriously prison luxurious chancellor hotel standard ask really bad trust yes
416,great location friendly team,2016 - 04,3,hotel locate within walk distance dhouby gaut station road singapura plaza shopping centre reception small modern although busy tour group shuffle check quickly efficient young man provide information local attraction ask room triple deluxe small adequate travel adult son bathroom small glass wall opaque film cover private light great water urn plumb room get hot cold filter water anytime tea coffee basic available drawer lap pool top floor open great relief hot singapore weather breakfast another experience together first morning eat 9 place disarray appear bus load people eat run three staff work dining room completely overwhelmed ask table clear could eat without issue staff restock item run anything miss ask get extremely overwork could couple extra team member next day eat 8 say time hoard people grab food like last meal pile plate ridiculously high stack empty dish wherever could find space poor staff could keep crowd would recommend eat later
417,one big mess,2016 - 04,3,location wise hotel place nice spot orchard new hotel year old room clean smart tiny remind budget hotel room central london lobby small 15 chair time day 50 guest wait check plenty luggage place seem bulk deal arrangement stay find bus load student cruise line crew 500 stay unbelievably noisy night could sleep could hear every word speak corridor way breakfast serve good indication quality service attitude hotel hotel namesake breakfast buffet whole place mess one clean place look early check going happen though check 2 pm chance might get room 3 pm
418,overprice overrate,2016 - 01,3,choose hotel close orchard shopping centre want save punish penny wise pound foolish briefly room extremely small bathroom really tiny miserable breakfast horde people kneedeep swim pool top without service free wifi 100 mb per person per stay pro new
419,great location value money,2016 - 03,5,first location orchard road else want next mall shopping area 150mts away hotel street food market next hotel find singapore expensive 711 store right next door second room small good staff friendly swimming pool great food bf ok negative public area washroom lobby need clean tv channel 10 15 free air local channel overall good value money
420,good location value,2016 - 03,4,find hotel great value expensive city stay deluxe room room 1046 clean nice crisp bedding tea coffee maker room quiet bathroom small one person time problem shower bath quite high step rail hold onto toiletry provide position hotel perfect outdoor eatery 50 hotel cheap affordable street food close mtr approx 5 min walk close shopping mall taxi airport cost 25sgd would like make special mention alvin reception friendly professional suggest thing place eat always smile nice pool area roof use one criticism hotel breakfast hot food provide hot sausage egg potato cold lid never close choice cereal fruit yoghurt toast pastry asian food fine breakfast include room rate pay extra would recommend get early first morning around 8 busy tour group bite chaotic second morning go around 9 lot quieter would suggest well option hotel could improve breakfast hotel could perfect say would highly recommend anyone stay value position travel malaysia bus bus stop opposite hotel one reason book
421,good location free water bad breakfast choice,2015 - 12,3,book hotel find accessible shopping center cheap restaurant get problem hotel except choice food menu everyday menu point eat great hotel facility free water oh way internet connection great
422,good location,2016 - 04,3,book twin room arrival tell double room available friend ask mind share bed also tell wifi include friend travel room upgrade free wifi include need take care access shower side bath quite high slip step large bruise side knee
423,disappointing stay stupid breakfast menu,2016 - 03,2,start exhaust washroom plus lock system washroom room service whatsoever breakfast menu limit consider cook anything stupid singapore foodjust guess singapore food else indians beware live egg bread fruit forget people english channel whatsoever even news channel disappointing stay
424,absolute chaos well locate,2016 - 03,4,stay many chancellor hotel throughout asiaaustralia always simple comfortable hotel exception new hotel clean upgrade executive room nice nothing special need something system though hotel absolutely full two coachload arrive try check breakfast queue take 40 minute even reach buffet fairly ordinary lot food run think get early 715 internet reception good experience change favourite hotel stay client book
425,disappointing,2016 - 03,3,stay 2 night 3rd march friendly reception although command english basic little assistance tourist information room comfortable bathroom mouldy location positive decent eating place amongst expensive shopping area breakfast next day huge disappointment cramp dine room minimal amount western food offer take find someone ask supply rudely wave away eventually choose toast breakfast include room charge next morning head airport 0630 bad luck dining room open 0700
426,location location location,2016 - 03,4,excellent location friendly staff great restaurant manager attitude truly exist base location wifi staff small room functional great idea hot cold water inside room drink five night stay comfortable except smell u enter room subside stay restaurant mall night club mrt enough around move around without help taxi early checkin request advantage traveller india
427,hotel good bad,2016 - 03,3,book hotel via ensogo website stay 58 march 2016 hotel big think first location good near orchard road far mrt station impress front desk staff help trip name gabriel wanna say thank hospitality service mind
428,good choice,2016 - 03,4,stay chancellororchard 3rd march 8th march main reason choose hotel location orchard road nothing especial like breakfast menu ohh grumpy stuff
429,mislead consumer bookingcom,2015 - 06,1,make reservation back 6th june 2015 india bookingcom three night stay hotel chancellororchard singapore extremely disappointed stay hotel go family vocation first time visit hotel arrival front desk people extremely rude poor customer service etiquette book four star hotel say bookingcom surprise less two three star hotel room small washroom door even lock poor room service compliant bookingcom helpunfortunetly daughter fall ill much could time feel cheat bookingcom give wrong grade hotel even hotel staff agree would want everyone careful make book throughbookingcom consumer beware company fraud action take bookingcom review would circulate travel potal social networking site holiday season start india
430,comfortable short stay,2016 - 02,4,overnighte hotel way sulawesi business suitably impress recent rebuild include update decor room clean friendliness desk staff need mention hotel appear one use predominantly regional tourist especially small tourist group occasional business person lobby area relatively small comfortable basic seating room ready arrive land 0625 unfortunately business centre able fill time arrival occupy room somewhere appropriate rooftop pool look invite use guest laundry room clean modern angular edge design bed comfortable important feature acceptable hotel book bathroom small clean adequate room quiet feature hotcold water dispenser water filter safe drink via tap button room temperature cold water drink hot water tea coffee provide well messy electric kettle sometimes challenge contortion need fill bathroom sink location street back orchard road restaurant eat area shopping centre would recommend short stay want spend big accommodation
431,ok nothing special,2016 - 01,3,stay hotel one night prior commence cruise whilst suited purpose nothing write home hotel ideally locate close orchard road well suited looking shop rooftop pool area well keep appear invite really get time use positive end arrive airport shuttle bus greet welcome committee uninspire foyer checkin area carry bag upstairs room arrive small room ok bathroom tiny functional shower locate inside small bathtub high side require great care get wife great difficulty exit show large bruise result knock leg way big disappointment breakfast self service buffet limit choice especially western taste even scrabble egg staple every hotel ever worldwide sorry hotel
432,good location,2016 - 02,3,stay 17 february 2016 room 960 excellent get little sleep due niteclub closeby music stop 530am appear review people issue ever stay would make sure room quiet room problem door access card many guest staying time often queue help desk get reactivate long appreciate early check late checkout availability
433,location location,2016 - 01,4,hotel orchard road location excellent room clean wellkept new great group 29 stay cruise enjoy tourist help desk helpful arrange tour transfer happy dining staff unfriendly travel toddler want wake breakfast thought get croissant breakfast buffet bring room manager stop say allow explain toddler still refuse say either eat croissant leave dining area find unbelievable would rather throw food bend rule bit talk couple croissant child think unreasonable
434,bad hotel ever,2016 - 02,1,stay room 1056 bad nightmare ever night club operate 12 6 loud noisy room sound proof next day speak hotel staff say yes room noisy night ask change room mid night breakfast meeting next day reluctant call complaint disappoint answer hotel staff train well apologize instead reply disrespectful location well every taxi driver know place street however still walk distance orchard somerset mrt inside shopping centre hotel main road back lane advisable carry luggage walk way somerset cross 1 2 junction amenity room ok dispenser rather difficult use bath tub slippery shower breakfast limit pack main room open another dining hall ok easy call cab make sure u go lobby early request overall stay next time travel overprice service probably 2 star hotel well
435,stay night love,2016 - 02,5,stay night stopover room fantastic lovely staff allow touse pool check would really recommend hotel great location catch train airport walk rest way
436,great location,2016 - 02,4,good value money great location next orchard road food court room clean well appoint first stay august 2015 encounter problem wifi address staff lisa avenisha particular go way make sure stay cimfortable look clean comfortable well locate hotel singapore rest head day stay
437,value excellent location,2015 - 12,4,great location step famous orchard road right next orchard plaza 2 block centrepoint mall open 10 10 pm house many restaurant include michelin award din tai fung shop imax theatre convenient christmas time orchard road nightime awash colourful fairy light building glitter festival icon light illumination along street gaudy garish hat designer planners class act hotel room clean inviting room overlook greenery nearby park surprising lovely sight even though heart shopping district high expectation pleasantly surprise cosy clean room automatic hot cold water dispenser coffee tea available could work hot water button without morning coffee arrive late leave early morning explore hotel facility definitely stay small hotel nothing fancy location price pay cleanliness make good value
438,1month stay 45 overall,2016 - 01,4,stay novdec2015 go back stay overall comment 1 room 45 good enough refrigerator water dispenser 2 housekeeping 35 sometimes replace mug sometimes 3 buffet breakfast 35 much variety imagine take almost meal every morning lastly manager entrance feel good morning usually frown well indian lady watch entrance door 4 laundry area 45 2 washer 2 dryer would give 5 near smoking area 5 staff 55 everyone seem nice except manager restaurant area see argue customer
439,overnight stay cruise,2015 - 11,2,location excellent short stroll orchard road overall basic comfortable hotel foyer need much well quality seating look cheap asian hotel check room occupy allocate another good guest arrive late evening international flight room upgrade high standard however good location overlook noisy freewaythe electric water dispenser wall opposite bed like something may see backpacker hotel new sheer curtain hang without press look shabby shabby chicthe bed comfortable pillow lack bathroom amenitiesand teacoffee milk see though extra care attention cleanliness well facility good 3 star hotelthe staff polite friendly
440,service frontline hotel staff,2016 - 01,5,excellent service front office team bellman service front office mgr mr benny experience manager handle team duty mgr ms lizah n mr alvin good n polite response serve guest despite heavy check bellman team mr irwan n team also helpful attend group checking n also experience handle guest courteous manner n vigilant provide necessary serviceoverall fully sastifaction frontline team n also room well maintain wifi service business use
441,excellent stay,2015 - 12,5,stay family 3 happy everythinga hotel worker could find anything wrong love roof pool breakfast excellent back definitely good rate helpful staff perfect location
442,proud stay,2015 - 12,5,absolutely beautiful hotel locate central part singapore extremely kind efficient staff impeccable clean bathroom amazing experience 10th floor swimming pool great exposure singapore sceneries swimming food delicious enough spacious room overall genuine 5 star facility
443,great stay,2016 - 01,4,travel month final hotel good resting place arrive 730 13 hkur flight able check early thank god bed good qiality shower phenomenal great room bathroom great location close orchard rd train station downsbreakfast ordinary pool towel provide
444,recommente,2016 - 01,4,nice familiar hotel good position city friendly care service roomservice friendly highly flexible food ok inhouse restaurant supply nice dinner shop also avialiable late snack beverage return
445,convenient,2016 - 01,5,check hotel night conveniently locate hotel heart orchard road excellent economical shopping food short walk mrt station breakfast extensive outstanding staff service excellent
446,great stay,2016 - 01,4,great welcome hotel staffthank mr benny wong alvin professional could enough hilite stay welcome procedure 100 staff oblige pleasant hotel perfect location want shopwinedine convenient middle fo two mrt station dhobi ghaut somerset thing would change menu breakfastnothe special staff breakfast restaurant find hard smileesp indian lady definate return hotelhopefully welcome staff change
447,clean hotel little bit noisy,2015 - 12,3,hotel far somerset mrt sta nicer access bus room clean sound insulation good hear sound drum pub next hotel 23am morning quality bed average feel comfortable
448,location good enough,2016 - 01,3,room clean enough taxi recognise hotel location recognise breakfast various hospitalisation room pure water provide complicate dispe simple lobby room comfort chair small
449,bad hotel imagine,2016 - 01,1,room adjacent night club loud sound disturb till morning duty manager say room sound proof horrible smell toilet hotel 2 star hotel bad hotel stay
450,overall good stay,2015 - 12,4,hotel look feel fine overall fine experience definitely area improvement must consider 1 one caf organize nice buffet breakfast close half portion convert bistro even function properly go dinner tired show interest take order serve food rather tell place order limited choice food option wait 3045 minute food come also advise go nearby food court 2 gym spa etc certainly expect 4 property 3 room service want milk young one 25 year tell come cafe take room 4 toiletry expectation separate hair shampoo give one gel washing body hair shaving kit moisturizer etc short provide towel soap dental kit shower cap expect 4 star property 4 true sense
451,good overnight stopover,2015 - 12,3,fairly newly reconstruct hotel impressive location orchard road fall short requirement traveller require room quite small basically clean sparse amenity location big asset reason good one two night stopover intend spending lot time room try breakfast impressive pool want cool day tour shopping would stay yes overnight stopover long extended stay
452,average stay,2015 - 12,2,son stopover singapore hotel conveniently situate next orchard road view gorgeous christmas light however twin room small minimal toiletry supply make thing difficult stopover price expect money want go gardens bay go hotel next door get tourist assistance organise lastly soil towel expect use overall disappointing night stay
453,good short visit,2015 - 12,4,stay 1 night consider good location behind busy mall orchard road reach walk distance quite small like need place sleep hour good hot shower without bother breakfast place
454,great service nice stuff,2015 - 12,4,convenient stay hotel stuff nice great rooftop pool start day refreshing swim next time back place partner breakfast could improve little international hotel
455,good value money,2015 - 12,4,good value money hotel heart singapore city room clean eventhough little small side reasonable breakfast hotel staff attentive flexible regard late checkout would higly recommend hotel stopover
456,rate,2015 - 11,2,probably town expensive price pay would expect something well hotel cold nice feeling u get room small breakfast poor crowd top second day go back early afternoon leave stuff room clean tell receptionist surprise ask really hundred euro night
457,great location friendly staff,2015 - 11,4,one hotel staff avinisha friendly respectful well accommodate helpful kindness location hotel sommerset dhoby ghaut mrt station ideal shopping business close good shopping mall many food place great swimming pool
458,great location,2015 - 10,4,locate short distance orchard rd shop around corner surround bunch open air wonderful restaurant stuff friendly specially manager mr denny go way walk us restaurant since arrive evening look fo food eat breakfast buffet impressive organize good deal hotel close orchard rd
459,great stay heart orchard road,2015 - 11,5,recently book room business trip step hotel impressed reception staff serve professional way n explain orchard road get room key despite early check inthis call awesome n fantastic extra chargescheer
460,great service,2015 - 11,5,recent stay new property honest read negative review wish experience give go location nice price reasonable able tell guest experience negative impact front desk short hand yet give good anticipate guest request heavy influx arrival departure guest every request meet satisfaction see staff hardworke front office manager work day till night hold team together room cosy clean location heart shopping paradise visit property singapore
461,one night stay ok,2015 - 10,3,stay 1 night room small bed comfortable bathroom tiny hard wet whole floor think would stay 1 night red light district arrive early hour morning thing full swing tea make facility room downside impossible work work hot water machine simple kettle would much well breakfast ok reason segregate asian guest food would ok people eat could refresh often plus side close somerset stn go marina bay catch ship ideal location get
462,small clean,2015 - 10,4,fair arrive 4 due plane run late think would spend anymore 1 night hotel red light district soeven 4 eye opener room small bed comfortable clean bathroom tiny water go floor breakfast include find quiet funny segregate asian customer food room quiet substandard mainly enough people food sit age husband make decision go room get food edible interesting
463,bad experience,2015 - 10,1,poor customer service never say sorry never wear smile ask visit card reception receptionist say free check address contact number envelope breakfast poor main thing staff need wear big smile
464,dissapointe end holiday,2015 - 10,3,let end great holiday hope could lay pool relax cocktail leisurely breakfast much dissapointment hotel book room twin bed ask could change tell available ask bed make king push two single bed together breakfast buffet worst ever eat hotel cold boil egg option barely fruit cold milk cereal bacon white bread 2 pastry leave cold coffee pool nice atmosphere cafe bar drink snack towel toilet paper bathroom never
465,poor experience,2015 - 10,1,tiny room bad ever reception service simply embarrass bunch incompetent careless team air conditioning like fan minimal amenity outrageous price u get never ever
466,utterly disgust,2015 - 10,1,recently travel company book accomadation already pay overseas atm eat bank card money leave night go ok arrive one pick happy found way money leave check ok get sign credit card payment company ask bout pick ask drop money duty manager joe kok start get rude become belligerent say oh wait problem pay need pay stay mind would already see pay credit card receipt tell card money go back forth age get annoy become apparent go budge god like complex walk catch bus back airport spend night chair happen card hotel attitude duty manager joe kok stay airport spinal surgery imagine impress way treat want happen someone else never stay recommend anyone able treat people like garbage get away
467,avoid hotel,2015 - 10,1,hotel mean 4 star 3 star hotel upon arrival 1130 pm nobody bring bag room corridor like dormitory bar facility either room hotel us wind room allow hear highway traffic whiz past night doof doof local night bar breakfast joke tell go corporate business break fast room joke table clear clean 45 min manuel replenish plate food great rate breakfast consist cereal hard boil egg ham float water need say 9 table leave uncleared dirty thus good enough
468,aware go,2015 - 10,3,expect much go disapointed room perfectly clean bonus unfortunately room small tiny bed bathroom like broom closet tv would work properly get reset time feel could bit thoughtful designing room make stay bit comfortable everyone else say breakfast good considering get breakfast lot hotel happy able get hot cup tea cereal toast start day pool large clean roof top great deck chair lounge around pool towel bring use bath towel annoy hotel great location bonus sure would stay hotel though
469,low end hotel high expectation price pay,2015 - 10,1,front desk seem know job double charge reversal book single large double bed tell book two single bed produce booking slip prove request go room total mess 1800h call reception tell room mess instead change room tell wait house keeping come clean wait 10 min guy show look shock state room call front desk tell go front desk room change poor service awareness breakfast really low end much choice end 2 hard boil egg choice egg
470,compact room poor facility din service etc,2015 - 10,1,look well option sure get well place price short value money place complimentary breakfast terrible without option staff generous especially restaurant lose fairly new school impossible find manager around
471,new hotel average service,2015 - 09,3,stay business trip september 2015 overall average room okay service poor staff friendly breakfast bad much choice like school cafeteria location good
472,great location bad shower,2015 - 10,3,wife stay many place whenever visit singapore first time use hotel location beat 3 min walk near shopping centre wife 510 min walk near mrt station fantastic location check quick seem room ready 12 lobby manager able get room quick perhaps new fact old building water pressure weak water temperature also fluctuate greatly icy cold scald hot speak reception maintenance guy come basically say every single room try take shower one else take shower recommendation involve professor x type power recommendation take bath beat location crap shower
473,excellent location stay,2015 - 09,4,hotel locate orchard yeah main attraction locate happen place singapore though room size small well maintain staff friendly help problem face small restaurant make breakfast delay hotel fully occupy vice versa restaurant full wifi consumption also restrict 50 mb usage per room overall nice experience strongly reccommende
